forecast_id,store_id,store_name,neighborhood,store_type,date,day_of_week,hour,forecast_orders,forecast_drinks,forecast_food_items,actual_orders,actual_drinks,actual_food_items,forecast_error_pct,weather_condition,temperature_f,local_event_flag,event_type,season,demand_level
FC0002399,SD005,Starbucks - North Park,North Park,suburban,2024-09-30,Monday,20,28,21,7,31,22,9,10.71,Sunny,76,No,None,Fall,Moderate
FC0002400,SD005,Starbucks - North Park,North Park,suburban,2024-09-30,Monday,21,18,13,5,16,11,5,-11.11,Sunny,76,No,None,Fall,Low
FC0002401,SD005,Starbucks - North Park,North Park,suburban,2024-10-07,Monday,9,102,73,29,99,77,22,-2.94,Partly Cloudy,75,No,None,Fall,High
FC0002402,SD005,Starbucks - North Park,North Park,suburban,2024-10-07,Monday,10,86,62,24,78,61,17,-9.3,Partly Cloudy,75,No,None,Fall,High
FC0002403,SD005,Starbucks - North Park,North Park,suburban,2024-10-07,Monday,11,106,72,34,104,74,30,-1.89,Partly Cloudy,75,No,None,Fall,Very High
FC0002404,SD005,Starbucks - North Park,North Park,suburban,2024-10-07,Monday,12,89,60,29,67,47,20,-24.72,Partly Cloudy,75,No,None,Fall,High
FC0002405,SD005,Starbucks - North Park,North Park,suburban,2024-10-07,Monday,13,82,62,20,79,59,20,-3.66,Partly Cloudy,75,No,None,Fall,High
FC0002406,SD005,Starbucks - North Park,North Park,suburban,2024-10-07,Monday,16,80,57,23,77,52,25,-3.75,Partly Cloudy,75,No,None,Fall,High
FC0002407,SD005,Starbucks - North Park,North Park,suburban,2024-10-07,Monday,17,112,76,36,111,77,34,-0.89,Partly Cloudy,75,No,None,Fall,Very High
FC0002408,SD005,Starbucks - North Park,North Park,suburban,2024-10-07,Monday,18,65,44,21,62,47,15,-4.62,Partly Cloudy,75,No,None,Fall,High
FC0002409,SD005,Starbucks - North Park,North Park,suburban,2024-10-07,Monday,20,28,20,8,29,20,9,3.57,Partly Cloudy,75,No,None,Fall,Low
FC0002410,SD005,Starbucks - North Park,North Park,suburban,2024-10-07,Monday,21,25,17,8,24,18,6,-4.0,Partly Cloudy,75,No,None,Fall,Low
FC0002411,SD005,Starbucks - North Park,North Park,suburban,2024-10-14,Monday,9,144,112,32,154,117,37,6.94,Partly Cloudy,70,No,None,Fall,Very High
FC0002412,SD005,Starbucks - North Park,North Park,suburban,2024-10-14,Monday,11,64,49,15,65,45,20,1.56,Partly Cloudy,70,No,None,Fall,High
FC0002413,SD005,Starbucks - North Park,North Park,suburban,2024-10-14,Monday,12,106,80,26,120,92,28,13.21,Partly Cloudy,70,No,None,Fall,Very High
FC0002414,SD005,Starbucks - North Park,North Park,suburban,2024-10-14,Monday,13,94,70,24,110,84,26,17.02,Partly Cloudy,70,No,None,Fall,Very High
FC0002415,SD005,Starbucks - North Park,North Park,suburban,2024-10-14,Monday,15,78,60,18,69,49,20,-11.54,Partly Cloudy,70,No,None,Fall,High
FC0002416,SD005,Starbucks - North Park,North Park,suburban,2024-10-14,Monday,16,75,56,19,75,55,20,0.0,Partly Cloudy,70,No,None,Fall,High
FC0002417,SD005,Starbucks - North Park,North Park,suburban,2024-10-14,Monday,17,73,54,19,79,62,17,8.22,Partly Cloudy,70,No,None,Fall,High
FC0002418,SD005,Starbucks - North Park,North Park,suburban,2024-10-14,Monday,18,98,66,32,87,65,22,-11.22,Partly Cloudy,70,No,None,Fall,High
FC0002419,SD005,Starbucks - North Park,North Park,suburban,2024-10-14,Monday,19,48,37,11,46,32,14,-4.17,Partly Cloudy,70,No,None,Fall,Moderate
FC0002420,SD005,Starbucks - North Park,North Park,suburban,2024-10-14,Monday,20,25,17,8,26,19,7,4.0,Partly Cloudy,70,No,None,Fall,Low
FC0002421,SD005,Starbucks - North Park,North Park,suburban,2024-10-21,Monday,6,39,27,12,35,23,12,-10.26,Partly Cloudy,71,No,None,Fall,Moderate
FC0002422,SD005,Starbucks - North Park,North Park,suburban,2024-10-21,Monday,7,90,63,27,80,59,21,-11.11,Partly Cloudy,71,No,None,Fall,High
FC0002423,SD005,Starbucks - North Park,North Park,suburban,2024-10-21,Monday,11,134,95,39,141,107,34,5.22,Partly Cloudy,71,No,None,Fall,Very High
FC0002424,SD005,Starbucks - North Park,North Park,suburban,2024-10-21,Monday,13,139,95,44,135,101,34,-2.88,Partly Cloudy,71,No,None,Fall,Very High
FC0002425,SD005,Starbucks - North Park,North Park,suburban,2024-10-21,Monday,14,107,75,32,108,78,30,0.93,Partly Cloudy,71,No,None,Fall,Very High
FC0002426,SD005,Starbucks - North Park,North Park,suburban,2024-10-21,Monday,15,121,88,33,126,96,30,4.13,Partly Cloudy,71,No,None,Fall,Very High
FC0002427,SD005,Starbucks - North Park,North Park,suburban,2024-10-21,Monday,16,117,88,29,108,81,27,-7.69,Partly Cloudy,71,No,None,Fall,Very High
FC0002428,SD005,Starbucks - North Park,North Park,suburban,2024-10-21,Monday,17,115,88,27,112,85,27,-2.61,Partly Cloudy,71,No,None,Fall,Very High
FC0002429,SD005,Starbucks - North Park,North Park,suburban,2024-10-21,Monday,18,67,45,22,63,44,19,-5.97,Partly Cloudy,71,No,None,Fall,High
FC0002430,SD005,Starbucks - North Park,North Park,suburban,2024-10-21,Monday,21,12,9,3,11,7,4,-8.33,Partly Cloudy,71,No,None,Fall,Low
FC0002431,SD005,Starbucks - North Park,North Park,suburban,2024-10-28,Monday,7,80,54,26,76,60,16,-5.0,Overcast,71,No,None,Fall,High
FC0002432,SD005,Starbucks - North Park,North Park,suburban,2024-10-28,Monday,8,103,77,26,96,67,29,-6.8,Overcast,71,No,None,Fall,High
FC0002433,SD005,Starbucks - North Park,North Park,suburban,2024-10-28,Monday,9,176,124,52,198,135,63,12.5,Overcast,71,No,None,Fall,Very High
FC0002434,SD005,Starbucks - North Park,North Park,suburban,2024-10-28,Monday,11,93,63,30,89,69,20,-4.3,Overcast,71,No,None,Fall,High
FC0002435,SD005,Starbucks - North Park,North Park,suburban,2024-10-28,Monday,12,151,110,41,141,95,46,-6.62,Overcast,71,No,None,Fall,Very High
FC0002436,SD005,Starbucks - North Park,North Park,suburban,2024-10-28,Monday,13,87,59,28,84,56,28,-3.45,Overcast,71,No,None,Fall,High
FC0002437,SD005,Starbucks - North Park,North Park,suburban,2024-10-28,Monday,14,86,63,23,80,53,27,-6.98,Overcast,71,No,None,Fall,High
FC0002438,SD005,Starbucks - North Park,North Park,suburban,2024-10-28,Monday,16,130,88,42,108,83,25,-16.92,Overcast,71,No,None,Fall,Very High
FC0002439,SD005,Starbucks - North Park,North Park,suburban,2024-10-28,Monday,17,61,45,16,62,44,18,1.64,Overcast,71,No,None,Fall,High
FC0002440,SD005,Starbucks - North Park,North Park,suburban,2024-10-28,Monday,20,29,21,8,28,18,10,-3.45,Overcast,71,No,None,Fall,Low
FC0002441,SD005,Starbucks - North Park,North Park,suburban,2024-11-04,Monday,6,26,19,7,25,19,6,-3.85,Overcast,70,No,None,Fall,Low
FC0002442,SD005,Starbucks - North Park,North Park,suburban,2024-11-04,Monday,7,84,62,22,82,56,26,-2.38,Overcast,70,No,None,Fall,High
FC0002443,SD005,Starbucks - North Park,North Park,suburban,2024-11-04,Monday,9,88,68,20,89,62,27,1.14,Overcast,70,No,None,Fall,High
FC0002444,SD005,Starbucks - North Park,North Park,suburban,2024-11-04,Monday,11,87,66,21,93,70,23,6.9,Overcast,70,No,None,Fall,High
FC0002445,SD005,Starbucks - North Park,North Park,suburban,2024-11-04,Monday,12,155,111,44,152,111,41,-1.94,Overcast,70,No,None,Fall,Very High
FC0002446,SD005,Starbucks - North Park,North Park,suburban,2024-11-04,Monday,13,134,102,32,131,100,31,-2.24,Overcast,70,No,None,Fall,Very High
FC0002447,SD005,Starbucks - North Park,North Park,suburban,2024-11-04,Monday,15,84,57,27,81,61,20,-3.57,Overcast,70,No,None,Fall,High
FC0002448,SD005,Starbucks - North Park,North Park,suburban,2024-11-04,Monday,16,106,72,34,101,68,33,-4.72,Overcast,70,No,None,Fall,Very High
FC0002449,SD005,Starbucks - North Park,North Park,suburban,2024-11-04,Monday,17,105,77,28,113,81,32,7.62,Overcast,70,No,None,Fall,Very High
FC0002450,SD005,Starbucks - North Park,North Park,suburban,2024-11-04,Monday,19,42,30,12,41,28,13,-2.38,Overcast,70,No,None,Fall,Moderate
FC0002451,SD005,Starbucks - North Park,North Park,suburban,2024-11-11,Monday,6,24,18,6,26,19,7,8.33,Overcast,72,No,None,Fall,Low
FC0002452,SD005,Starbucks - North Park,North Park,suburban,2024-11-11,Monday,8,145,108,37,133,98,35,-8.28,Overcast,72,No,None,Fall,Very High
FC0002453,SD005,Starbucks - North Park,North Park,suburban,2024-11-11,Monday,9,159,116,43,157,121,36,-1.26,Overcast,72,No,None,Fall,Very High
FC0002454,SD005,Starbucks - North Park,North Park,suburban,2024-11-11,Monday,11,70,47,23,63,49,14,-10.0,Overcast,72,No,None,Fall,High
FC0002455,SD005,Starbucks - North Park,North Park,suburban,2024-11-11,Monday,14,100,73,27,103,75,28,3.0,Overcast,72,No,None,Fall,Very High
FC0002456,SD005,Starbucks - North Park,North Park,suburban,2024-11-11,Monday,15,111,75,36,119,83,36,7.21,Overcast,72,No,None,Fall,Very High
FC0002457,SD005,Starbucks - North Park,North Park,suburban,2024-11-11,Monday,16,98,74,24,102,75,27,4.08,Overcast,72,No,None,Fall,Very High
FC0002458,SD005,Starbucks - North Park,North Park,suburban,2024-11-11,Monday,17,102,77,25,106,77,29,3.92,Overcast,72,No,None,Fall,Very High
FC0002459,SD005,Starbucks - North Park,North Park,suburban,2024-11-11,Monday,18,95,71,24,92,61,31,-3.16,Overcast,72,No,None,Fall,High
FC0002460,SD005,Starbucks - North Park,North Park,suburban,2024-11-11,Monday,21,21,16,5,22,17,5,4.76,Overcast,72,No,None,Fall,Low
FC0002461,SD005,Starbucks - North Park,North Park,suburban,2024-11-18,Monday,6,36,27,9,36,25,11,0.0,Sunny,72,No,None,Fall,Moderate
FC0002462,SD005,Starbucks - North Park,North Park,suburban,2024-11-18,Monday,8,140,106,34,137,91,46,-2.14,Sunny,72,No,None,Fall,Very High
FC0002463,SD005,Starbucks - North Park,North Park,suburban,2024-11-18,Monday,9,120,83,37,119,90,29,-0.83,Sunny,72,No,None,Fall,Very High
FC0002464,SD005,Starbucks - North Park,North Park,suburban,2024-11-18,Monday,11,132,96,36,148,109,39,12.12,Sunny,72,No,None,Fall,Very High
FC0002465,SD005,Starbucks - North Park,North Park,suburban,2024-11-18,Monday,13,127,98,29,123,81,42,-3.15,Sunny,72,No,None,Fall,Very High
FC0002466,SD005,Starbucks - North Park,North Park,suburban,2024-11-18,Monday,14,110,84,26,120,90,30,9.09,Sunny,72,No,None,Fall,Very High
FC0002467,SD005,Starbucks - North Park,North Park,suburban,2024-11-18,Monday,16,118,80,38,114,79,35,-3.39,Sunny,72,No,None,Fall,Very High
FC0002468,SD005,Starbucks - North Park,North Park,suburban,2024-11-18,Monday,17,97,75,22,95,63,32,-2.06,Sunny,72,No,None,Fall,High
FC0002469,SD005,Starbucks - North Park,North Park,suburban,2024-11-18,Monday,18,67,49,18,62,43,19,-7.46,Sunny,72,No,None,Fall,High
FC0002470,SD005,Starbucks - North Park,North Park,suburban,2024-11-18,Monday,19,61,42,19,58,44,14,-4.92,Sunny,72,No,None,Fall,Moderate
FC0002471,SD005,Starbucks - North Park,North Park,suburban,2024-11-25,Monday,7,97,66,31,103,77,26,6.19,Overcast,68,No,None,Fall,Very High
FC0002472,SD005,Starbucks - North Park,North Park,suburban,2024-11-25,Monday,8,161,118,43,135,93,42,-16.15,Overcast,68,No,None,Fall,Very High
FC0002473,SD005,Starbucks - North Park,North Park,suburban,2024-11-25,Monday,9,118,87,31,121,93,28,2.54,Overcast,68,No,None,Fall,Very High
FC0002474,SD005,Starbucks - North Park,North Park,suburban,2024-11-25,Monday,10,144,108,36,123,95,28,-14.58,Overcast,68,No,None,Fall,Very High
FC0002475,SD005,Starbucks - North Park,North Park,suburban,2024-11-25,Monday,12,150,111,39,156,104,52,4.0,Overcast,68,No,None,Fall,Very High
FC0002476,SD005,Starbucks - North Park,North Park,suburban,2024-11-25,Monday,14,136,105,31,142,95,47,4.41,Overcast,68,No,None,Fall,Very High
FC0002477,SD005,Starbucks - North Park,North Park,suburban,2024-11-25,Monday,15,60,42,18,57,42,15,-5.0,Overcast,68,No,None,Fall,Moderate
FC0002478,SD005,Starbucks - North Park,North Park,suburban,2024-11-25,Monday,17,76,52,24,76,60,16,0.0,Overcast,68,No,None,Fall,High
FC0002479,SD005,Starbucks - North Park,North Park,suburban,2024-11-25,Monday,19,56,39,17,66,47,19,17.86,Overcast,68,No,None,Fall,High
FC0002480,SD005,Starbucks - North Park,North Park,suburban,2024-11-25,Monday,21,17,12,5,15,11,4,-11.76,Overcast,68,No,None,Fall,Low
FC0002481,SD005,Starbucks - North Park,North Park,suburban,2024-12-02,Monday,6,33,24,9,31,21,10,-6.06,Overcast,60,No,None,Winter,Moderate
FC0002482,SD005,Starbucks - North Park,North Park,suburban,2024-12-02,Monday,7,108,80,28,103,71,32,-4.63,Overcast,60,No,None,Winter,Very High
FC0002483,SD005,Starbucks - North Park,North Park,suburban,2024-12-02,Monday,8,123,85,38,130,93,37,5.69,Overcast,60,No,None,Winter,Very High
FC0002484,SD005,Starbucks - North Park,North Park,suburban,2024-12-02,Monday,9,165,121,44,178,134,44,7.88,Overcast,60,No,None,Winter,Very High
FC0002485,SD005,Starbucks - North Park,North Park,suburban,2024-12-02,Monday,10,133,98,35,118,87,31,-11.28,Overcast,60,No,None,Winter,Very High
FC0002486,SD005,Starbucks - North Park,North Park,suburban,2024-12-02,Monday,14,78,54,24,84,66,18,7.69,Overcast,60,No,None,Winter,High
FC0002487,SD005,Starbucks - North Park,North Park,suburban,2024-12-02,Monday,17,62,47,15,63,42,21,1.61,Overcast,60,No,None,Winter,High
FC0002488,SD005,Starbucks - North Park,North Park,suburban,2024-12-02,Monday,19,56,41,15,58,42,16,3.57,Overcast,60,No,None,Winter,Moderate
FC0002489,SD005,Starbucks - North Park,North Park,suburban,2024-12-02,Monday,20,31,23,8,30,23,7,-3.23,Overcast,60,No,None,Winter,Moderate
FC0002490,SD005,Starbucks - North Park,North Park,suburban,2024-12-02,Monday,21,21,14,7,22,16,6,4.76,Overcast,60,No,None,Winter,Low
FC0002491,SD005,Starbucks - North Park,North Park,suburban,2024-12-09,Monday,7,103,74,29,104,71,33,0.97,Overcast,63,No,None,Winter,Very High
FC0002492,SD005,Starbucks - North Park,North Park,suburban,2024-12-09,Monday,8,143,107,36,131,97,34,-8.39,Overcast,63,No,None,Winter,Very High
FC0002493,SD005,Starbucks - North Park,North Park,suburban,2024-12-09,Monday,9,93,64,29,98,68,30,5.38,Overcast,63,No,None,Winter,High
FC0002494,SD005,Starbucks - North Park,North Park,suburban,2024-12-09,Monday,12,80,55,25,74,58,16,-7.5,Overcast,63,No,None,Winter,High
FC0002495,SD005,Starbucks - North Park,North Park,suburban,2024-12-09,Monday,15,123,83,40,111,77,34,-9.76,Overcast,63,No,None,Winter,Very High
FC0002496,SD005,Starbucks - North Park,North Park,suburban,2024-12-09,Monday,16,110,79,31,97,68,29,-11.82,Overcast,63,No,None,Winter,High
FC0002497,SD005,Starbucks - North Park,North Park,suburban,2024-12-09,Monday,17,117,80,37,114,76,38,-2.56,Overcast,63,No,None,Winter,Very High
FC0002498,SD005,Starbucks - North Park,North Park,suburban,2024-12-09,Monday,19,35,27,8,39,29,10,11.43,Overcast,63,No,None,Winter,Moderate
FC0002499,SD005,Starbucks - North Park,North Park,suburban,2024-12-09,Monday,20,32,23,9,28,20,8,-12.5,Overcast,63,No,None,Winter,Low
FC0002500,SD005,Starbucks - North Park,North Park,suburban,2024-12-09,Monday,21,17,13,4,16,11,5,-5.88,Overcast,63,No,None,Winter,Low
FC0002501,SD006,Starbucks - UTC Westfield,UTC,mall,2024-01-01,Monday,6,40,27,13,37,27,10,-7.5,Sunny,64,No,None,Winter,Moderate
FC0002502,SD006,Starbucks - UTC Westfield,UTC,mall,2024-01-01,Monday,8,206,153,53,203,151,52,-1.46,Sunny,64,No,None,Winter,Very High
FC0002503,SD006,Starbucks - UTC Westfield,UTC,mall,2024-01-01,Monday,9,143,111,32,137,108,29,-4.2,Sunny,64,No,None,Winter,Very High
FC0002504,SD006,Starbucks - UTC Westfield,UTC,mall,2024-01-01,Monday,12,154,118,36,160,124,36,3.9,Sunny,64,No,None,Winter,Very High
FC0002505,SD006,Starbucks - UTC Westfield,UTC,mall,2024-01-01,Monday,14,118,89,29,116,80,36,-1.69,Sunny,64,No,None,Winter,Very High
FC0002506,SD006,Starbucks - UTC Westfield,UTC,mall,2024-01-01,Monday,15,64,49,15,62,45,17,-3.12,Sunny,64,No,None,Winter,High
FC0002507,SD006,Starbucks - UTC Westfield,UTC,mall,2024-01-01,Monday,16,92,63,29,101,68,33,9.78,Sunny,64,No,None,Winter,Very High
FC0002508,SD006,Starbucks - UTC Westfield,UTC,mall,2024-01-01,Monday,17,71,50,21,67,47,20,-5.63,Sunny,64,No,None,Winter,High
FC0002509,SD006,Starbucks - UTC Westfield,UTC,mall,2024-01-01,Monday,18,51,35,16,56,41,15,9.8,Sunny,64,No,None,Winter,Moderate
FC0002510,SD006,Starbucks - UTC Westfield,UTC,mall,2024-01-01,Monday,21,24,17,7,23,15,8,-4.17,Sunny,64,No,None,Winter,Low
FC0002511,SD006,Starbucks - UTC Westfield,UTC,mall,2024-01-08,Monday,8,106,76,30,102,72,30,-3.77,Partly Cloudy,62,No,None,Winter,Very High
FC0002512,SD006,Starbucks - UTC Westfield,UTC,mall,2024-01-08,Monday,9,91,67,24,100,74,26,9.89,Partly Cloudy,62,No,None,Winter,Very High
FC0002513,SD006,Starbucks - UTC Westfield,UTC,mall,2024-01-08,Monday,10,149,113,36,152,105,47,2.01,Partly Cloudy,62,No,None,Winter,Very High
FC0002514,SD006,Starbucks - UTC Westfield,UTC,mall,2024-01-08,Monday,11,107,81,26,108,71,37,0.93,Partly Cloudy,62,No,None,Winter,Very High
FC0002515,SD006,Starbucks - UTC Westfield,UTC,mall,2024-01-08,Monday,15,93,70,23,93,67,26,0.0,Partly Cloudy,62,No,None,Winter,High
FC0002516,SD006,Starbucks - UTC Westfield,UTC,mall,2024-01-08,Monday,16,70,47,23,67,46,21,-4.29,Partly Cloudy,62,No,None,Winter,High
FC0002517,SD006,Starbucks - UTC Westfield,UTC,mall,2024-01-08,Monday,18,93,70,23,97,69,28,4.3,Partly Cloudy,62,No,None,Winter,High
FC0002518,SD006,Starbucks - UTC Westfield,UTC,mall,2024-01-08,Monday,19,41,30,11,43,29,14,4.88,Partly Cloudy,62,No,None,Winter,Moderate
FC0002519,SD006,Starbucks - UTC Westfield,UTC,mall,2024-01-08,Monday,20,20,14,6,20,13,7,0.0,Partly Cloudy,62,No,None,Winter,Low
FC0002520,SD006,Starbucks - UTC Westfield,UTC,mall,2024-01-08,Monday,21,13,9,4,12,8,4,-7.69,Partly Cloudy,62,No,None,Winter,Low
FC0002521,SD006,Starbucks - UTC Westfield,UTC,mall,2024-01-15,Monday,6,36,27,9,39,27,12,8.33,Overcast,66,No,None,Winter,Moderate
FC0002522,SD006,Starbucks - UTC Westfield,UTC,mall,2024-01-15,Monday,7,72,52,20,67,47,20,-6.94,Overcast,66,No,None,Winter,High
FC0002523,SD006,Starbucks - UTC Westfield,UTC,mall,2024-01-15,Monday,8,162,111,51,167,128,39,3.09,Overcast,66,No,None,Winter,Very High
FC0002524,SD006,Starbucks - UTC Westfield,UTC,mall,2024-01-15,Monday,10,70,49,21,71,53,18,1.43,Overcast,66,No,None,Winter,High
FC0002525,SD006,Starbucks - UTC Westfield,UTC,mall,2024-01-15,Monday,11,125,86,39,109,71,38,-12.8,Overcast,66,No,None,Winter,Very High
FC0002526,SD006,Starbucks - UTC Westfield,UTC,mall,2024-01-15,Monday,13,133,92,41,135,96,39,1.5,Overcast,66,No,None,Winter,Very High
FC0002527,SD006,Starbucks - UTC Westfield,UTC,mall,2024-01-15,Monday,16,120,88,32,112,88,24,-6.67,Overcast,66,No,None,Winter,Very High
FC0002528,SD006,Starbucks - UTC Westfield,UTC,mall,2024-01-15,Monday,17,91,67,24,97,68,29,6.59,Overcast,66,No,None,Winter,High
FC0002529,SD006,Starbucks - UTC Westfield,UTC,mall,2024-01-15,Monday,18,88,63,25,92,73,19,4.55,Overcast,66,No,None,Winter,High
FC0002530,SD006,Starbucks - UTC Westfield,UTC,mall,2024-01-15,Monday,21,14,10,4,14,10,4,0.0,Overcast,66,No,None,Winter,Low
FC0002531,SD006,Starbucks - UTC Westfield,UTC,mall,2024-01-22,Monday,6,25,18,7,29,22,7,16.0,Overcast,57,No,None,Winter,Low
FC0002532,SD006,Starbucks - UTC Westfield,UTC,mall,2024-01-22,Monday,7,73,53,20,74,52,22,1.37,Overcast,57,No,None,Winter,High
FC0002533,SD006,Starbucks - UTC Westfield,UTC,mall,2024-01-22,Monday,8,215,164,51,196,155,41,-8.84,Overcast,57,No,None,Winter,Very High
FC0002534,SD006,Starbucks - UTC Westfield,UTC,mall,2024-01-22,Monday,10,86,59,27,84,67,17,-2.33,Overcast,57,No,None,Winter,High
FC0002535,SD006,Starbucks - UTC Westfield,UTC,mall,2024-01-22,Monday,11,107,78,29,103,76,27,-3.74,Overcast,57,No,None,Winter,Very High
FC0002536,SD006,Starbucks - UTC Westfield,UTC,mall,2024-01-22,Monday,14,108,81,27,103,68,35,-4.63,Overcast,57,No,None,Winter,Very High
FC0002537,SD006,Starbucks - UTC Westfield,UTC,mall,2024-01-22,Monday,15,112,77,35,117,84,33,4.46,Overcast,57,No,None,Winter,Very High
FC0002538,SD006,Starbucks - UTC Westfield,UTC,mall,2024-01-22,Monday,16,64,43,21,62,45,17,-3.12,Overcast,57,No,None,Winter,High
FC0002539,SD006,Starbucks - UTC Westfield,UTC,mall,2024-01-22,Monday,17,63,46,17,60,45,15,-4.76,Overcast,57,No,None,Winter,High
FC0002540,SD006,Starbucks - UTC Westfield,UTC,mall,2024-01-22,Monday,21,16,11,5,16,12,4,0.0,Overcast,57,No,None,Winter,Low
FC0002541,SD006,Starbucks - UTC Westfield,UTC,mall,2024-01-29,Monday,6,33,25,8,31,20,11,-6.06,Overcast,63,No,None,Winter,Moderate
FC0002542,SD006,Starbucks - UTC Westfield,UTC,mall,2024-01-29,Monday,7,78,56,22,73,53,20,-6.41,Overcast,63,No,None,Winter,High
FC0002543,SD006,Starbucks - UTC Westfield,UTC,mall,2024-01-29,Monday,8,102,69,33,95,66,29,-6.86,Overcast,63,No,None,Winter,High
FC0002544,SD006,Starbucks - UTC Westfield,UTC,mall,2024-01-29,Monday,10,141,105,36,112,80,32,-20.57,Overcast,63,No,None,Winter,Very High
FC0002545,SD006,Starbucks - UTC Westfield,UTC,mall,2024-01-29,Monday,12,111,84,27,106,74,32,-4.5,Overcast,63,No,None,Winter,Very High
FC0002546,SD006,Starbucks - UTC Westfield,UTC,mall,2024-01-29,Monday,13,84,60,24,87,63,24,3.57,Overcast,63,No,None,Winter,High
FC0002547,SD006,Starbucks - UTC Westfield,UTC,mall,2024-01-29,Monday,15,98,70,28,104,80,24,6.12,Overcast,63,No,None,Winter,Very High
FC0002548,SD006,Starbucks - UTC Westfield,UTC,mall,2024-01-29,Monday,16,92,68,24,93,71,22,1.09,Overcast,63,No,None,Winter,High
FC0002549,SD006,Starbucks - UTC Westfield,UTC,mall,2024-01-29,Monday,17,62,44,18,58,41,17,-6.45,Overcast,63,No,None,Winter,Moderate
FC0002550,SD006,Starbucks - UTC Westfield,UTC,mall,2024-01-29,Monday,20,22,15,7,23,16,7,4.55,Overcast,63,No,None,Winter,Low
FC0002551,SD006,Starbucks - UTC Westfield,UTC,mall,2024-02-05,Monday,6,37,25,12,35,23,12,-5.41,Partly Cloudy,66,No,None,Winter,Moderate
FC0002552,SD006,Starbucks - UTC Westfield,UTC,mall,2024-02-05,Monday,7,98,73,25,95,67,28,-3.06,Partly Cloudy,66,No,None,Winter,High
FC0002553,SD006,Starbucks - UTC Westfield,UTC,mall,2024-02-05,Monday,8,133,97,36,141,95,46,6.02,Partly Cloudy,66,No,None,Winter,Very High
FC0002554,SD006,Starbucks - UTC Westfield,UTC,mall,2024-02-05,Monday,9,173,120,53,150,99,51,-13.29,Partly Cloudy,66,No,None,Winter,Very High
FC0002555,SD006,Starbucks - UTC Westfield,UTC,mall,2024-02-05,Monday,10,125,92,33,145,104,41,16.0,Partly Cloudy,66,No,None,Winter,Very High
FC0002556,SD006,Starbucks - UTC Westfield,UTC,mall,2024-02-05,Monday,11,123,84,39,128,96,32,4.07,Partly Cloudy,66,No,None,Winter,Very High
FC0002557,SD006,Starbucks - UTC Westfield,UTC,mall,2024-02-05,Monday,12,118,88,30,113,76,37,-4.24,Partly Cloudy,66,No,None,Winter,Very High
FC0002558,SD006,Starbucks - UTC Westfield,UTC,mall,2024-02-05,Monday,13,74,53,21,74,49,25,0.0,Partly Cloudy,66,No,None,Winter,High
FC0002559,SD006,Starbucks - UTC Westfield,UTC,mall,2024-02-05,Monday,14,100,76,24,104,81,23,4.0,Partly Cloudy,66,No,None,Winter,Very High
FC0002560,SD006,Starbucks - UTC Westfield,UTC,mall,2024-02-05,Monday,15,65,48,17,56,39,17,-13.85,Partly Cloudy,66,No,None,Winter,Moderate
FC0002561,SD006,Starbucks - UTC Westfield,UTC,mall,2024-02-12,Monday,8,213,153,60,200,137,63,-6.1,Marine Layer,68,Yes,UCSD Finals Week,Winter,Very High
FC0002562,SD006,Starbucks - UTC Westfield,UTC,mall,2024-02-12,Monday,11,161,112,49,161,127,34,0.0,Marine Layer,68,Yes,UCSD Finals Week,Winter,Very High
FC0002563,SD006,Starbucks - UTC Westfield,UTC,mall,2024-02-12,Monday,14,91,66,25,99,67,32,8.79,Marine Layer,68,Yes,UCSD Finals Week,Winter,High
FC0002564,SD006,Starbucks - UTC Westfield,UTC,mall,2024-02-12,Monday,15,80,55,25,86,62,24,7.5,Marine Layer,68,Yes,UCSD Finals Week,Winter,High
FC0002565,SD006,Starbucks - UTC Westfield,UTC,mall,2024-02-12,Monday,16,143,97,46,145,100,45,1.4,Marine Layer,68,Yes,UCSD Finals Week,Winter,Very High
FC0002566,SD006,Starbucks - UTC Westfield,UTC,mall,2024-02-12,Monday,17,122,88,34,94,64,30,-22.95,Marine Layer,68,Yes,UCSD Finals Week,Winter,High
FC0002567,SD006,Starbucks - UTC Westfield,UTC,mall,2024-02-12,Monday,18,68,47,21,73,55,18,7.35,Marine Layer,68,Yes,UCSD Finals Week,Winter,High
FC0002568,SD006,Starbucks - UTC Westfield,UTC,mall,2024-02-12,Monday,19,80,60,20,83,64,19,3.75,Marine Layer,68,Yes,UCSD Finals Week,Winter,High
FC0002569,SD006,Starbucks - UTC Westfield,UTC,mall,2024-02-12,Monday,20,46,32,14,43,30,13,-6.52,Marine Layer,68,Yes,UCSD Finals Week,Winter,Moderate
FC0002570,SD006,Starbucks - UTC Westfield,UTC,mall,2024-02-12,Monday,21,19,13,6,20,13,7,5.26,Marine Layer,68,Yes,UCSD Finals Week,Winter,Low
FC0002571,SD006,Starbucks - UTC Westfield,UTC,mall,2024-02-19,Monday,6,26,19,7,22,15,7,-15.38,Overcast,68,No,None,Winter,Low
FC0002572,SD006,Starbucks - UTC Westfield,UTC,mall,2024-02-19,Monday,7,114,82,32,100,72,28,-12.28,Overcast,68,No,None,Winter,Very High
FC0002573,SD006,Starbucks - UTC Westfield,UTC,mall,2024-02-19,Monday,8,190,138,52,188,128,60,-1.05,Overcast,68,No,None,Winter,Very High
