promotion_id,store_id,store_name,neighborhood,promo_name,promo_type,item_name,item_category,start_date,end_date,base_price,discount_pct,discounted_price,estimated_unit_cost,gross_margin_dollars,gross_margin_pct,expected_lift_pct,actual_lift_pct,inventory_risk,recommended_action
PRO000226,SD010,Starbucks - Chula Vista Center,Chula Vista,Birthday Month Promo,Seasonal,Blueberry Muffin,Bakery,2024-05-22,2024-05-29,3.25,5,3.09,1.0,2.09,67.64,14.2,20.0,Low,Extend promotion by 1 week
PRO000227,SD010,Starbucks - Chula Vista Center,Chula Vista,Student Discount Week,Loyalty,Caffe Americano,Hot Espresso,2024-07-18,2024-08-01,3.95,25,2.96,0.95,2.01,67.91,23.9,24.1,Medium,Increase inventory buffer 15%
PRO000228,SD010,Starbucks - Chula Vista Center,Chula Vista,Seasonal PSL Promo,Seasonal,Vanilla Bean Frappuccino,Frappuccino,2024-04-11,2024-04-18,4.95,15,4.21,1.45,2.76,65.56,18.9,20.1,Medium,Proceed as planned
PRO000229,SD010,Starbucks - Chula Vista Center,Chula Vista,Afternoon Iced Special,New Item Launch,Strawberry Acai Refresher,Refresher,2024-04-03,2024-04-17,5.45,30,3.81,1.4,2.41,63.25,12.5,4.2,High,Limit to high-traffic stores
PRO000230,SD010,Starbucks - Chula Vista Center,Chula Vista,Morning Rush Deal,BOGO,Blonde Roast,Brewed Coffee,2024-10-26,2024-11-16,2.45,10,2.21,0.55,1.66,75.11,12.7,6.8,Low,Extend promotion by 1 week
PRO000231,SD010,Starbucks - Chula Vista Center,Chula Vista,Evening Wind-Down Offer,Discount,Protein Box,Lunch,2024-06-29,2024-07-20,6.95,25,5.21,2.8,2.41,46.26,33.5,30.9,High,Monitor daily sell-through
PRO000232,SD010,Starbucks - Chula Vista Center,Chula Vista,Back to School Deal,Bundle,Iced Americano,Iced Espresso,2024-07-25,2024-08-15,4.15,30,2.91,1.0,1.91,65.64,28.3,33.3,Medium,Extend promotion by 1 week
PRO000233,SD010,Starbucks - Chula Vista Center,Chula Vista,Student Discount Week,Loyalty,Iced Caramel Macchiato,Iced Espresso,2024-06-28,2024-07-12,5.45,30,3.81,1.45,2.36,61.94,20.9,25.2,High,Increase inventory buffer 15%
PRO000234,SD010,Starbucks - Chula Vista Center,Chula Vista,Padres Game Day Offer,New Item Launch,Chai Tea Latte,Hot Tea,2024-04-17,2024-04-24,5.75,15,4.89,1.7,3.19,65.24,34.5,29.7,High,Limit to high-traffic stores
PRO000235,SD010,Starbucks - Chula Vista Center,Chula Vista,Happy Hour Frappuccino,Loyalty,Turkey Sandwich,Lunch,2024-04-24,2024-05-01,7.95,30,5.56,3.2,2.36,42.45,31.4,41.6,High,Increase inventory buffer 15%
PRO000236,SD010,Starbucks - Chula Vista Center,Chula Vista,Pink Drink Summer,Loyalty,Protein Box,Lunch,2024-06-09,2024-07-09,6.95,30,4.87,2.8,2.07,42.51,36.5,43.0,High,Limit to high-traffic stores
PRO000237,SD010,Starbucks - Chula Vista Center,Chula Vista,Evening Wind-Down Offer,BOGO,Cake Pop,Bakery,2024-05-19,2024-06-02,3.95,50,1.98,1.25,0.73,36.87,30.8,22.6,High,Monitor daily sell-through
PRO000238,SD010,Starbucks - Chula Vista Center,Chula Vista,Beach Vibes Bundle,Loyalty,Bacon Gouda Sandwich,Breakfast,2024-01-20,2024-02-03,5.25,5,4.99,2.1,2.89,57.92,16.4,18.1,Low,Extend promotion by 1 week
PRO000239,SD010,Starbucks - Chula Vista Center,Chula Vista,Matcha Mania,Loyalty,Mocha Frappuccino,Frappuccino,2024-05-06,2024-05-20,5.25,5,4.99,1.6,3.39,67.94,19.2,19.9,Medium,Limit to high-traffic stores
PRO000240,SD010,Starbucks - Chula Vista Center,Chula Vista,Back to School Deal,Seasonal,Turkey Sandwich,Lunch,2024-05-02,2024-05-23,7.95,5,7.55,3.2,4.35,57.62,24.9,41.7,High,Increase inventory buffer 15%
PRO000241,SD010,Starbucks - Chula Vista Center,Chula Vista,Cold Brew Weekend,Discount,Mango Dragonfruit Refresher,Refresher,2024-07-04,2024-08-03,5.95,20,4.76,1.6,3.16,66.39,40.5,52.0,High,Monitor daily sell-through
PRO000242,SD010,Starbucks - Chula Vista Center,Chula Vista,Loyalty Double Stars,Seasonal,Chai Tea Latte,Hot Tea,2024-01-20,2024-01-27,4.75,50,2.38,1.2,1.18,49.58,12.4,12.7,Medium,Monitor daily sell-through
PRO000243,SD010,Starbucks - Chula Vista Center,Chula Vista,Matcha Mania,Seasonal,Iced Chai Tea Latte,Iced Tea,2024-07-08,2024-08-07,4.95,25,3.71,1.25,2.46,66.31,31.4,33.9,High,Monitor daily sell-through
PRO000244,SD010,Starbucks - Chula Vista Center,Chula Vista,Weekend Brunch Bundle,Bundle,Mocha Frappuccino,Frappuccino,2024-02-24,2024-03-02,6.25,15,5.31,2.2,3.11,58.57,36.0,39.9,Medium,Bundle with low-moving item
PRO000245,SD010,Starbucks - Chula Vista Center,Chula Vista,Evening Wind-Down Offer,Discount,Vanilla Latte,Hot Espresso,2024-05-15,2024-05-29,5.95,50,2.98,1.75,1.23,41.28,28.6,44.0,Medium,Extend promotion by 1 week
PRO000246,SD010,Starbucks - Chula Vista Center,Chula Vista,Cold Brew Weekend,Bundle,Mango Dragonfruit Refresher,Refresher,2024-07-29,2024-08-12,4.25,5,4.04,1.0,3.04,75.25,21.5,20.2,High,Limit to high-traffic stores
PRO000247,SD010,Starbucks - Chula Vista Center,Chula Vista,New Drink Launch,BOGO,Nitro Cold Brew,Iced Espresso,2024-07-25,2024-08-15,5.25,30,3.67,1.4,2.27,61.85,43.4,43.8,High,Increase inventory buffer 15%
PRO000248,SD010,Starbucks - Chula Vista Center,Chula Vista,Birthday Month Promo,Discount,Cake Pop,Bakery,2024-03-05,2024-03-19,3.95,10,3.56,1.25,2.31,64.89,15.9,-1.0,Medium,Add upsell training for baristas
PRO000249,SD010,Starbucks - Chula Vista Center,Chula Vista,Back to School Deal,New Item Launch,Iced Matcha Tea Latte,Iced Tea,2024-07-24,2024-08-23,4.95,5,4.7,1.35,3.35,71.28,44.9,58.7,Medium,Bundle with low-moving item
PRO000250,SD010,Starbucks - Chula Vista Center,Chula Vista,Happy Hour Frappuccino,Loyalty,Flat White,Hot Espresso,2024-05-27,2024-06-17,5.75,25,4.31,1.6,2.71,62.88,13.6,14.4,Medium,Limit to high-traffic stores
