inventory_id,store_id,store_name,neighborhood,date,ingredient,ingredient_category,opening_stock_units,received_units,used_units,closing_stock_units,reorder_point,spoilage_units,forecasted_usage_units,usage_variance_pct,stock_status,inventory_flag,supplier_delay_flag
INV0004380,SD006,Starbucks - UTC Westfield,UTC,2024-08-11,Caramel Sauce,Syrups & Sauces,185,0,61,124,49,0,59,3.39,Healthy,neutral,No
INV0004381,SD006,Starbucks - UTC Westfield,UTC,2024-08-11,Ice,Other,61,51,33,79,27,0,34,-2.94,Healthy,neutral,No
INV0004382,SD006,Starbucks - UTC Westfield,UTC,2024-08-11,Chai Concentrate,Coffee & Tea,509,206,198,517,164,0,208,-4.81,Overstocked,promote,No
INV0004383,SD006,Starbucks - UTC Westfield,UTC,2024-08-11,Mocha Sauce,Syrups & Sauces,174,74,79,169,59,0,80,-1.25,Healthy,neutral,No
INV0004384,SD006,Starbucks - UTC Westfield,UTC,2024-08-11,Whipped Cream,Dairy,487,0,327,160,219,0,291,12.37,Low,neutral,No
INV0004385,SD006,Starbucks - UTC Westfield,UTC,2024-08-11,Spinach,Food Ingredients,133,72,47,158,38,0,51,-7.84,Overstocked,promote,No
INV0004386,SD006,Starbucks - UTC Westfield,UTC,2024-08-11,Frappuccino Base,Specialty,156,0,63,93,42,0,42,50.0,Healthy,neutral,No
INV0004387,SD006,Starbucks - UTC Westfield,UTC,2024-08-11,Sandwich Bread,Food Ingredients,50,0,20,30,16,0,19,5.26,Healthy,neutral,No
INV0004388,SD006,Starbucks - UTC Westfield,UTC,2024-08-11,Napkins,Supplies,695,0,226,469,252,0,320,-29.38,Healthy,neutral,No
INV0004389,SD006,Starbucks - UTC Westfield,UTC,2024-08-11,Dragonfruit Powder,Specialty,223,76,81,218,60,0,81,0.0,Overstocked,promote,No
INV0004390,SD006,Starbucks - UTC Westfield,UTC,2024-08-11,Paper Cups,Supplies,921,516,325,1112,275,0,380,-14.47,Overstocked,promote,No
INV0004391,SD006,Starbucks - UTC Westfield,UTC,2024-08-11,2% Milk,Dairy,769,278,307,740,222,0,306,0.33,Overstocked,promote,No
INV0004392,SD006,Starbucks - UTC Westfield,UTC,2024-08-11,Blueberry Mix,Bakery Ingredients,110,82,61,131,44,0,53,15.09,Healthy,neutral,No
INV0004393,SD006,Starbucks - UTC Westfield,UTC,2024-08-11,Straws,Supplies,855,492,523,824,393,0,485,7.84,Healthy,neutral,No
INV0004394,SD006,Starbucks - UTC Westfield,UTC,2024-08-11,Cold Brew Concentrate,Coffee & Tea,628,0,252,376,216,0,209,20.57,Healthy,neutral,No
INV0004395,SD006,Starbucks - UTC Westfield,UTC,2024-08-11,Turkey Slices,Food Ingredients,59,22,18,63,17,0,21,-14.29,Overstocked,promote,No
INV0004396,SD006,Starbucks - UTC Westfield,UTC,2024-08-11,Bacon,Food Ingredients,43,0,18,25,15,0,21,-14.29,Healthy,neutral,No
INV0004397,SD006,Starbucks - UTC Westfield,UTC,2024-08-11,Vanilla Syrup,Syrups & Sauces,158,0,57,101,50,0,57,0.0,Healthy,neutral,No
INV0004398,SD006,Starbucks - UTC Westfield,UTC,2024-08-11,Eggs,Food Ingredients,99,0,40,59,32,0,43,-6.98,Healthy,neutral,No
INV0004399,SD006,Starbucks - UTC Westfield,UTC,2024-08-11,Strawberry Acai Base,Specialty,123,0,60,63,62,0,72,-16.67,Healthy,neutral,No
INV0004400,SD006,Starbucks - UTC Westfield,UTC,2024-08-11,Matcha Powder,Coffee & Tea,339,124,124,339,99,0,125,-0.8,Overstocked,promote,No
INV0004401,SD006,Starbucks - UTC Westfield,UTC,2024-08-18,Ice,Other,80,0,27,53,27,0,38,-28.95,Healthy,neutral,No
INV0004402,SD006,Starbucks - UTC Westfield,UTC,2024-08-18,Paper Cups,Supplies,752,409,253,908,218,0,337,-24.93,Overstocked,promote,No
INV0004403,SD006,Starbucks - UTC Westfield,UTC,2024-08-18,Hazelnut Syrup,Syrups & Sauces,113,0,44,69,35,0,39,12.82,Healthy,neutral,No
INV0004404,SD006,Starbucks - UTC Westfield,UTC,2024-08-18,Whipped Cream,Dairy,204,0,126,78,107,0,133,-5.26,Low,neutral,No
INV0004405,SD006,Starbucks - UTC Westfield,UTC,2024-08-18,Croissant Dough,Bakery Ingredients,86,0,33,53,27,0,35,-5.71,Healthy,neutral,No
INV0004406,SD006,Starbucks - UTC Westfield,UTC,2024-08-18,Sandwich Bread,Food Ingredients,81,36,38,79,28,0,35,8.57,Healthy,neutral,No
INV0004407,SD006,Starbucks - UTC Westfield,UTC,2024-08-18,Oat Milk,Dairy Alternative,265,199,133,331,106,0,142,-6.34,Overstocked,promote,No
INV0004408,SD006,Starbucks - UTC Westfield,UTC,2024-08-18,Napkins,Supplies,870,0,460,410,324,0,437,5.26,Healthy,neutral,No
INV0004409,SD006,Starbucks - UTC Westfield,UTC,2024-08-18,Whole Milk,Dairy,435,0,247,188,172,0,230,7.39,Healthy,neutral,No
INV0004410,SD006,Starbucks - UTC Westfield,UTC,2024-08-18,Vanilla Syrup,Syrups & Sauces,166,0,96,70,77,0,81,18.52,Low,neutral,No
INV0004411,SD006,Starbucks - UTC Westfield,UTC,2024-08-18,2% Milk,Dairy,497,0,227,270,179,0,168,35.12,Healthy,neutral,No
INV0004412,SD006,Starbucks - UTC Westfield,UTC,2024-08-18,Mocha Sauce,Syrups & Sauces,208,0,66,142,72,0,102,-35.29,Healthy,neutral,No
INV0004413,SD006,Starbucks - UTC Westfield,UTC,2024-08-18,Turkey Slices,Food Ingredients,54,0,22,32,20,0,21,4.76,Healthy,neutral,No
INV0004414,SD006,Starbucks - UTC Westfield,UTC,2024-08-18,Matcha Powder,Coffee & Tea,135,0,69,66,64,0,76,-9.21,Healthy,neutral,No
INV0004415,SD006,Starbucks - UTC Westfield,UTC,2024-08-18,Straws,Supplies,943,0,342,601,284,0,279,22.58,Healthy,neutral,No
INV0004416,SD006,Starbucks - UTC Westfield,UTC,2024-08-18,Pumpkin Spice Syrup,Syrups & Sauces,173,0,70,103,65,0,81,-13.58,Healthy,neutral,No
INV0004417,SD006,Starbucks - UTC Westfield,UTC,2024-08-18,Dragonfruit Powder,Specialty,84,0,25,59,24,0,27,-7.41,Healthy,neutral,No
INV0004418,SD006,Starbucks - UTC Westfield,UTC,2024-08-18,Frappuccino Base,Specialty,144,0,48,96,40,0,50,-4.0,Healthy,neutral,No
INV0004419,SD006,Starbucks - UTC Westfield,UTC,2024-08-18,Espresso Beans,Coffee & Tea,451,346,190,607,184,0,227,-16.3,Overstocked,promote,No
INV0004420,SD006,Starbucks - UTC Westfield,UTC,2024-08-18,Eggs,Food Ingredients,25,17,16,26,13,0,14,14.29,Healthy,neutral,No
INV0004421,SD006,Starbucks - UTC Westfield,UTC,2024-08-18,Almond Milk,Dairy Alternative,226,0,129,97,104,0,139,-7.19,Low,neutral,No
INV0004422,SD006,Starbucks - UTC Westfield,UTC,2024-08-18,Cold Brew Concentrate,Coffee & Tea,270,0,134,136,78,0,91,47.25,Healthy,neutral,No
INV0004423,SD006,Starbucks - UTC Westfield,UTC,2024-08-18,Spinach,Food Ingredients,88,44,38,91,35,3,45,-15.56,Healthy,neutral,No
INV0004424,SD006,Starbucks - UTC Westfield,UTC,2024-08-18,Bacon,Food Ingredients,22,0,9,13,8,0,9,0.0,Healthy,neutral,No
INV0004425,SD006,Starbucks - UTC Westfield,UTC,2024-08-18,Strawberry Acai Base,Specialty,156,0,56,100,48,0,71,-21.13,Healthy,neutral,No
INV0004426,SD006,Starbucks - UTC Westfield,UTC,2024-08-24,Frappuccino Base,Specialty,76,0,44,32,40,0,51,-13.73,Low,neutral,No
INV0004427,SD006,Starbucks - UTC Westfield,UTC,2024-08-24,Napkins,Supplies,483,0,217,266,166,0,177,22.6,Healthy,neutral,No
INV0004428,SD006,Starbucks - UTC Westfield,UTC,2024-08-24,Cold Brew Concentrate,Coffee & Tea,734,0,251,483,216,0,256,-1.95,Healthy,neutral,No
INV0004429,SD006,Starbucks - UTC Westfield,UTC,2024-08-24,Almond Milk,Dairy Alternative,280,219,139,360,116,0,158,-12.03,Overstocked,promote,No
INV0004430,SD006,Starbucks - UTC Westfield,UTC,2024-08-24,Spinach,Food Ingredients,45,24,14,55,12,0,17,-17.65,Overstocked,promote,No
INV0004431,SD006,Starbucks - UTC Westfield,UTC,2024-08-24,Chai Concentrate,Coffee & Tea,335,0,167,168,113,0,138,21.01,Healthy,neutral,No
INV0004432,SD006,Starbucks - UTC Westfield,UTC,2024-08-24,Croissant Dough,Bakery Ingredients,41,0,13,28,12,0,15,-13.33,Healthy,neutral,No
INV0004433,SD006,Starbucks - UTC Westfield,UTC,2024-08-24,Caramel Sauce,Syrups & Sauces,177,135,83,229,72,0,94,-11.7,Overstocked,promote,No
INV0004434,SD006,Starbucks - UTC Westfield,UTC,2024-08-24,Paper Cups,Supplies,359,205,155,409,109,0,125,24.0,Overstocked,neutral,No
INV0004435,SD006,Starbucks - UTC Westfield,UTC,2024-08-24,Whipped Cream,Dairy,507,0,330,177,232,0,282,17.02,Low,neutral,No
INV0004436,SD006,Starbucks - UTC Westfield,UTC,2024-08-24,Oat Milk,Dairy Alternative,317,0,139,178,100,0,123,13.01,Healthy,neutral,No
INV0004437,SD006,Starbucks - UTC Westfield,UTC,2024-08-24,Hazelnut Syrup,Syrups & Sauces,228,0,101,127,80,0,98,3.06,Healthy,neutral,No
INV0004438,SD006,Starbucks - UTC Westfield,UTC,2024-08-24,2% Milk,Dairy,755,0,342,413,289,0,389,-12.08,Healthy,neutral,No
INV0004439,SD006,Starbucks - UTC Westfield,UTC,2024-08-24,Turkey Slices,Food Ingredients,58,0,30,28,25,0,33,-9.09,Healthy,neutral,No
INV0004440,SD006,Starbucks - UTC Westfield,UTC,2024-08-24,Matcha Powder,Coffee & Tea,171,0,109,62,84,0,99,10.1,Low,neutral,No
INV0004441,SD006,Starbucks - UTC Westfield,UTC,2024-08-24,Ice,Other,33,0,14,19,10,0,11,27.27,Healthy,neutral,No
INV0004442,SD006,Starbucks - UTC Westfield,UTC,2024-08-24,Dragonfruit Powder,Specialty,25,0,13,12,8,0,11,18.18,Healthy,neutral,No
INV0004443,SD006,Starbucks - UTC Westfield,UTC,2024-08-24,Mocha Sauce,Syrups & Sauces,127,0,65,62,51,0,64,1.56,Healthy,neutral,No
INV0004444,SD006,Starbucks - UTC Westfield,UTC,2024-08-24,Blueberry Mix,Bakery Ingredients,77,29,33,73,23,0,29,13.79,Overstocked,neutral,No
INV0004445,SD006,Starbucks - UTC Westfield,UTC,2024-08-24,Vanilla Syrup,Syrups & Sauces,55,0,25,30,20,0,28,-10.71,Healthy,neutral,No
INV0004446,SD006,Starbucks - UTC Westfield,UTC,2024-08-24,Strawberry Acai Base,Specialty,82,0,25,57,22,0,29,-13.79,Healthy,neutral,No
INV0004447,SD006,Starbucks - UTC Westfield,UTC,2024-08-24,Pumpkin Spice Syrup,Syrups & Sauces,182,76,72,186,60,0,69,4.35,Overstocked,promote,No
INV0004448,SD006,Starbucks - UTC Westfield,UTC,2024-08-24,Eggs,Food Ingredients,81,46,48,79,36,0,41,17.07,Healthy,neutral,No
INV0004449,SD006,Starbucks - UTC Westfield,UTC,2024-08-24,Straws,Supplies,575,197,162,610,157,0,195,-16.92,Overstocked,promote,No
INV0004450,SD006,Starbucks - UTC Westfield,UTC,2024-08-24,Whole Milk,Dairy,355,0,134,221,111,0,155,-13.55,Healthy,neutral,No
INV0004451,SD006,Starbucks - UTC Westfield,UTC,2024-08-29,Frappuccino Base,Specialty,77,35,36,76,28,0,38,-5.26,Healthy,neutral,No
INV0004452,SD006,Starbucks - UTC Westfield,UTC,2024-08-29,2% Milk,Dairy,441,0,133,308,122,0,150,-11.33,Healthy,neutral,No
INV0004453,SD006,Starbucks - UTC Westfield,UTC,2024-08-29,Spinach,Food Ingredients,104,0,36,68,33,0,42,-14.29,Healthy,neutral,No
INV0004454,SD006,Starbucks - UTC Westfield,UTC,2024-08-29,Strawberry Acai Base,Specialty,112,0,70,42,53,0,72,-2.78,Low,neutral,No
INV0004455,SD006,Starbucks - UTC Westfield,UTC,2024-08-29,Chai Concentrate,Coffee & Tea,512,0,263,249,198,0,281,-6.41,Healthy,neutral,No
INV0004456,SD006,Starbucks - UTC Westfield,UTC,2024-08-29,Sandwich Bread,Food Ingredients,77,38,35,80,30,0,31,12.9,Healthy,neutral,No
INV0004457,SD006,Starbucks - UTC Westfield,UTC,2024-08-29,Turkey Slices,Food Ingredients,62,34,25,71,18,0,24,4.17,Overstocked,promote,No
INV0004458,SD006,Starbucks - UTC Westfield,UTC,2024-08-29,Caramel Sauce,Syrups & Sauces,51,0,37,14,24,0,29,27.59,Low,neutral,No
INV0004459,SD006,Starbucks - UTC Westfield,UTC,2024-08-29,Whipped Cream,Dairy,539,477,337,679,254,0,270,24.81,Healthy,neutral,No
INV0004460,SD006,Starbucks - UTC Westfield,UTC,2024-08-29,Matcha Powder,Coffee & Tea,622,0,270,352,208,0,265,1.89,Healthy,neutral,No
INV0004461,SD006,Starbucks - UTC Westfield,UTC,2024-08-29,Oat Milk,Dairy Alternative,326,198,127,397,105,0,130,-2.31,Overstocked,promote,No
INV0004462,SD006,Starbucks - UTC Westfield,UTC,2024-08-29,Cold Brew Concentrate,Coffee & Tea,409,276,233,452,147,0,167,39.52,Overstocked,neutral,No
INV0004463,SD006,Starbucks - UTC Westfield,UTC,2024-08-29,Vanilla Syrup,Syrups & Sauces,211,0,79,132,69,0,96,-17.71,Healthy,neutral,No
INV0004464,SD006,Starbucks - UTC Westfield,UTC,2024-08-29,Hazelnut Syrup,Syrups & Sauces,272,0,97,175,76,0,84,15.48,Healthy,neutral,No
INV0004465,SD006,Starbucks - UTC Westfield,UTC,2024-08-29,Pumpkin Spice Syrup,Syrups & Sauces,94,0,43,51,26,0,32,34.38,Healthy,neutral,No
INV0004466,SD006,Starbucks - UTC Westfield,UTC,2024-08-29,Mocha Sauce,Syrups & Sauces,197,0,97,100,70,0,85,14.12,Healthy,save,Yes
INV0004467,SD006,Starbucks - UTC Westfield,UTC,2024-08-29,Almond Milk,Dairy Alternative,148,0,62,86,56,0,82,-24.39,Healthy,neutral,No
INV0004468,SD006,Starbucks - UTC Westfield,UTC,2024-08-29,Napkins,Supplies,470,170,158,482,136,0,188,-15.96,Overstocked,promote,No
INV0004469,SD006,Starbucks - UTC Westfield,UTC,2024-08-29,Ice,Other,29,11,11,29,8,0,10,10.0,Overstocked,neutral,No
INV0004470,SD006,Starbucks - UTC Westfield,UTC,2024-08-29,Blueberry Mix,Bakery Ingredients,84,0,50,34,41,0,40,25.0,Low,neutral,No
INV0004471,SD006,Starbucks - UTC Westfield,UTC,2024-08-29,Straws,Supplies,414,0,179,235,136,0,170,5.29,Healthy,neutral,No
INV0004472,SD006,Starbucks - UTC Westfield,UTC,2024-08-29,Espresso Beans,Coffee & Tea,267,253,197,323,135,0,190,3.68,Healthy,neutral,No
INV0004473,SD006,Starbucks - UTC Westfield,UTC,2024-08-29,Whole Milk,Dairy,208,175,125,258,93,0,126,-0.79,Healthy,neutral,No
INV0004474,SD006,Starbucks - UTC Westfield,UTC,2024-08-29,Bacon,Food Ingredients,78,0,20,58,22,0,22,-9.09,Healthy,neutral,No
INV0004475,SD006,Starbucks - UTC Westfield,UTC,2024-08-29,Eggs,Food Ingredients,78,73,61,90,39,0,52,17.31,Healthy,neutral,No
INV0004476,SD006,Starbucks - UTC Westfield,UTC,2024-09-01,2% Milk,Dairy,945,0,353,592,318,0,432,-18.29,Healthy,neutral,No
INV0004477,SD006,Starbucks - UTC Westfield,UTC,2024-09-01,Vanilla Syrup,Syrups & Sauces,177,0,59,118,51,0,65,-9.23,Healthy,neutral,No
INV0004478,SD006,Starbucks - UTC Westfield,UTC,2024-09-01,Dragonfruit Powder,Specialty,61,0,29,32,21,0,26,11.54,Healthy,neutral,No
INV0004479,SD006,Starbucks - UTC Westfield,UTC,2024-09-01,Oat Milk,Dairy Alternative,286,0,118,168,97,0,124,-4.84,Healthy,neutral,No
INV0004480,SD006,Starbucks - UTC Westfield,UTC,2024-09-01,Blueberry Mix,Bakery Ingredients,31,0,21,10,16,0,21,0.0,Low,neutral,No
INV0004481,SD006,Starbucks - UTC Westfield,UTC,2024-09-01,Spinach,Food Ingredients,41,0,17,24,16,0,24,-29.17,Healthy,neutral,No
INV0004482,SD006,Starbucks - UTC Westfield,UTC,2024-09-01,Frappuccino Base,Specialty,135,88,53,170,47,0,50,6.0,Overstocked,neutral,No
INV0004483,SD006,Starbucks - UTC Westfield,UTC,2024-09-01,Hazelnut Syrup,Syrups & Sauces,98,58,55,101,46,0,66,-16.67,Healthy,neutral,No
INV0004484,SD006,Starbucks - UTC Westfield,UTC,2024-09-01,Croissant Dough,Bakery Ingredients,43,0,20,23,15,0,20,0.0,Healthy,neutral,No
INV0004485,SD006,Starbucks - UTC Westfield,UTC,2024-09-01,Strawberry Acai Base,Specialty,99,0,60,39,42,0,59,1.69,Low,neutral,No
INV0004486,SD006,Starbucks - UTC Westfield,UTC,2024-09-01,Ice,Other,130,75,77,128,60,0,76,1.32,Healthy,neutral,No
INV0004487,SD006,Starbucks - UTC Westfield,UTC,2024-09-01,Straws,Supplies,537,369,277,629,196,0,232,19.4,Overstocked,neutral,No
INV0004488,SD006,Starbucks - UTC Westfield,UTC,2024-09-01,Mocha Sauce,Syrups & Sauces,195,126,89,232,67,0,86,3.49,Overstocked,promote,No
INV0004489,SD006,Starbucks - UTC Westfield,UTC,2024-09-01,Eggs,Food Ingredients,43,42,26,59,22,0,27,-3.7,Healthy,neutral,No
INV0004490,SD006,Starbucks - UTC Westfield,UTC,2024-09-01,Turkey Slices,Food Ingredients,39,17,19,37,13,0,18,5.56,Healthy,neutral,No
INV0004491,SD006,Starbucks - UTC Westfield,UTC,2024-09-01,Bacon,Food Ingredients,33,0,13,20,12,0,14,-7.14,Healthy,neutral,No
INV0004492,SD006,Starbucks - UTC Westfield,UTC,2024-09-01,Paper Cups,Supplies,887,535,328,1094,285,0,404,-18.81,Overstocked,promote,No
INV0004493,SD006,Starbucks - UTC Westfield,UTC,2024-09-01,Cold Brew Concentrate,Coffee & Tea,654,372,267,759,198,0,241,10.79,Overstocked,neutral,No
INV0004494,SD006,Starbucks - UTC Westfield,UTC,2024-09-01,Napkins,Supplies,745,0,265,480,244,0,317,-16.4,Healthy,neutral,No
INV0004495,SD006,Starbucks - UTC Westfield,UTC,2024-09-01,Chai Concentrate,Coffee & Tea,380,0,213,167,156,0,184,15.76,Healthy,neutral,No
INV0004496,SD006,Starbucks - UTC Westfield,UTC,2024-09-01,Caramel Sauce,Syrups & Sauces,177,0,59,118,47,0,51,15.69,Healthy,neutral,No
INV0004497,SD006,Starbucks - UTC Westfield,UTC,2024-09-01,Almond Milk,Dairy Alternative,314,192,122,384,102,0,140,-12.86,Overstocked,promote,No
INV0004498,SD006,Starbucks - UTC Westfield,UTC,2024-09-01,Whipped Cream,Dairy,758,0,391,367,273,0,320,22.19,Healthy,neutral,No
INV0004499,SD006,Starbucks - UTC Westfield,UTC,2024-09-01,Pumpkin Spice Syrup,Syrups & Sauces,121,0,55,66,51,0,59,-6.78,Healthy,neutral,No
INV0004500,SD006,Starbucks - UTC Westfield,UTC,2024-09-01,Whole Milk,Dairy,502,501,314,689,267,0,281,11.74,Healthy,neutral,No
INV0004501,SD007,Starbucks - Hillcrest,Hillcrest,2024-02-08,Eggs,Food Ingredients,91,46,26,111,24,0,32,-18.75,Overstocked,promote,No
INV0004502,SD007,Starbucks - Hillcrest,Hillcrest,2024-02-08,Pumpkin Spice Syrup,Syrups & Sauces,142,139,106,175,74,0,80,32.5,Healthy,neutral,No
INV0004503,SD007,Starbucks - Hillcrest,Hillcrest,2024-02-08,Frappuccino Base,Specialty,170,0,76,94,62,0,80,-5.0,Healthy,neutral,No
INV0004504,SD007,Starbucks - Hillcrest,Hillcrest,2024-02-08,Croissant Dough,Bakery Ingredients,160,81,63,178,43,0,63,0.0,Overstocked,promote,No
INV0004505,SD007,Starbucks - Hillcrest,Hillcrest,2024-02-08,Caramel Sauce,Syrups & Sauces,87,35,37,85,28,0,34,8.82,Overstocked,neutral,No
INV0004506,SD007,Starbucks - Hillcrest,Hillcrest,2024-02-08,Matcha Powder,Coffee & Tea,460,0,218,242,184,0,190,14.74,Healthy,neutral,No
INV0004507,SD007,Starbucks - Hillcrest,Hillcrest,2024-02-08,Paper Cups,Supplies,526,0,200,326,157,0,215,-6.98,Healthy,neutral,No
INV0004508,SD007,Starbucks - Hillcrest,Hillcrest,2024-02-08,Bacon,Food Ingredients,56,55,35,76,29,0,36,-2.78,Healthy,neutral,No
INV0004509,SD007,Starbucks - Hillcrest,Hillcrest,2024-02-08,Mocha Sauce,Syrups & Sauces,243,0,77,166,68,0,76,1.32,Healthy,neutral,No
INV0004510,SD007,Starbucks - Hillcrest,Hillcrest,2024-02-08,Blueberry Mix,Bakery Ingredients,122,66,44,144,35,0,50,-12.0,Overstocked,promote,No
INV0004511,SD007,Starbucks - Hillcrest,Hillcrest,2024-02-08,Oat Milk,Dairy Alternative,237,219,144,312,116,0,150,-4.0,Healthy,neutral,No
INV0004512,SD007,Starbucks - Hillcrest,Hillcrest,2024-02-08,Almond Milk,Dairy Alternative,369,0,133,236,118,0,150,-11.33,Healthy,neutral,No
INV0004513,SD007,Starbucks - Hillcrest,Hillcrest,2024-02-08,Cold Brew Concentrate,Coffee & Tea,432,262,273,421,209,0,270,1.11,Healthy,neutral,No
INV0004514,SD007,Starbucks - Hillcrest,Hillcrest,2024-02-08,Dragonfruit Powder,Specialty,16,15,10,21,8,0,10,0.0,Healthy,neutral,No
INV0004515,SD007,Starbucks - Hillcrest,Hillcrest,2024-02-08,Ice,Other,182,0,72,110,60,0,76,-5.26,Healthy,neutral,No
INV0004516,SD007,Starbucks - Hillcrest,Hillcrest,2024-02-08,Chai Concentrate,Coffee & Tea,654,240,257,637,192,0,233,10.3,Overstocked,neutral,No
INV0004517,SD007,Starbucks - Hillcrest,Hillcrest,2024-02-08,Turkey Slices,Food Ingredients,81,0,43,38,34,0,41,4.88,Healthy,neutral,No
INV0004518,SD007,Starbucks - Hillcrest,Hillcrest,2024-02-08,Straws,Supplies,427,0,161,266,143,0,163,-1.23,Healthy,neutral,No
INV0004519,SD007,Starbucks - Hillcrest,Hillcrest,2024-02-08,Whole Milk,Dairy,737,0,320,417,236,0,355,-9.86,Healthy,neutral,No
INV0004520,SD007,Starbucks - Hillcrest,Hillcrest,2024-02-08,Whipped Cream,Dairy,228,112,93,247,89,0,95,-2.11,Healthy,neutral,No
INV0004521,SD007,Starbucks - Hillcrest,Hillcrest,2024-02-08,Hazelnut Syrup,Syrups & Sauces,91,51,37,105,27,0,35,5.71,Overstocked,neutral,No
INV0004522,SD007,Starbucks - Hillcrest,Hillcrest,2024-02-08,Sandwich Bread,Food Ingredients,63,0,32,31,24,0,25,28.0,Healthy,neutral,No
INV0004523,SD007,Starbucks - Hillcrest,Hillcrest,2024-02-08,Espresso Beans,Coffee & Tea,320,126,118,328,100,0,127,-7.09,Overstocked,promote,No
INV0004524,SD007,Starbucks - Hillcrest,Hillcrest,2024-02-08,Spinach,Food Ingredients,44,17,16,45,13,0,18,-11.11,Overstocked,promote,No
INV0004525,SD007,Starbucks - Hillcrest,Hillcrest,2024-02-08,Vanilla Syrup,Syrups & Sauces,104,0,38,66,29,0,34,11.76,Healthy,neutral,No
INV0004526,SD007,Starbucks - Hillcrest,Hillcrest,2024-02-11,Frappuccino Base,Specialty,41,28,17,52,15,0,17,0.0,Overstocked,promote,No
INV0004527,SD007,Starbucks - Hillcrest,Hillcrest,2024-02-11,Dragonfruit Powder,Specialty,27,0,13,14,11,0,13,0.0,Healthy,neutral,No
INV0004528,SD007,Starbucks - Hillcrest,Hillcrest,2024-02-11,Vanilla Syrup,Syrups & Sauces,137,112,73,176,60,0,88,-17.05,Healthy,neutral,No
INV0004529,SD007,Starbucks - Hillcrest,Hillcrest,2024-02-11,Sandwich Bread,Food Ingredients,99,50,57,92,40,0,50,14.0,Healthy,save,Yes
INV0004530,SD007,Starbucks - Hillcrest,Hillcrest,2024-02-11,Blueberry Mix,Bakery Ingredients,71,27,26,72,21,0,24,8.33,Overstocked,neutral,No
INV0004531,SD007,Starbucks - Hillcrest,Hillcrest,2024-02-11,Eggs,Food Ingredients,17,0,11,6,8,0,10,10.0,Low,neutral,No
INV0004532,SD007,Starbucks - Hillcrest,Hillcrest,2024-02-11,Oat Milk,Dairy Alternative,115,0,55,60,45,0,52,5.77,Healthy,neutral,No
INV0004533,SD007,Starbucks - Hillcrest,Hillcrest,2024-02-11,Whole Milk,Dairy,541,0,320,221,236,0,261,22.61,Low,neutral,No
INV0004534,SD007,Starbucks - Hillcrest,Hillcrest,2024-02-11,Almond Milk,Dairy Alternative,193,0,71,122,60,0,67,5.97,Healthy,neutral,No
INV0004535,SD007,Starbucks - Hillcrest,Hillcrest,2024-02-11,2% Milk,Dairy,642,0,346,296,299,0,374,-7.49,Low,neutral,No
INV0004536,SD007,Starbucks - Hillcrest,Hillcrest,2024-02-11,Hazelnut Syrup,Syrups & Sauces,75,0,35,40,26,0,33,6.06,Healthy,neutral,No
INV0004537,SD007,Starbucks - Hillcrest,Hillcrest,2024-02-11,Pumpkin Spice Syrup,Syrups & Sauces,229,0,75,154,75,0,98,-23.47,Healthy,neutral,No
INV0004538,SD007,Starbucks - Hillcrest,Hillcrest,2024-02-11,Croissant Dough,Bakery Ingredients,74,0,42,32,34,0,42,0.0,Low,neutral,No
INV0004539,SD007,Starbucks - Hillcrest,Hillcrest,2024-02-11,Caramel Sauce,Syrups & Sauces,131,0,68,63,57,0,79,-13.92,Healthy,neutral,No
INV0004540,SD007,Starbucks - Hillcrest,Hillcrest,2024-02-11,Napkins,Supplies,1258,636,434,1460,339,0,453,-4.19,Overstocked,promote,No
INV0004541,SD007,Starbucks - Hillcrest,Hillcrest,2024-02-11,Cold Brew Concentrate,Coffee & Tea,317,0,146,171,119,0,162,-9.88,Healthy,neutral,No
INV0004542,SD007,Starbucks - Hillcrest,Hillcrest,2024-02-11,Turkey Slices,Food Ingredients,62,49,27,84,26,0,34,-20.59,Overstocked,promote,No
INV0004543,SD007,Starbucks - Hillcrest,Hillcrest,2024-02-11,Ice,Other,195,0,55,140,52,0,64,-14.06,Healthy,neutral,No
INV0004544,SD007,Starbucks - Hillcrest,Hillcrest,2024-02-11,Strawberry Acai Base,Specialty,216,109,60,265,58,0,69,-13.04,Overstocked,promote,No
INV0004545,SD007,Starbucks - Hillcrest,Hillcrest,2024-02-11,Straws,Supplies,680,430,394,716,344,0,570,-30.88,Healthy,save,Yes
INV0004546,SD007,Starbucks - Hillcrest,Hillcrest,2024-02-11,Mocha Sauce,Syrups & Sauces,145,0,68,77,54,0,77,-11.69,Healthy,neutral,No
INV0004547,SD007,Starbucks - Hillcrest,Hillcrest,2024-02-11,Espresso Beans,Coffee & Tea,538,0,192,346,170,0,240,-20.0,Healthy,neutral,No
INV0004548,SD007,Starbucks - Hillcrest,Hillcrest,2024-02-11,Spinach,Food Ingredients,79,0,26,53,23,0,27,-3.7,Healthy,neutral,No
INV0004549,SD007,Starbucks - Hillcrest,Hillcrest,2024-02-11,Chai Concentrate,Coffee & Tea,139,82,96,125,65,0,74,29.73,Healthy,neutral,No
INV0004550,SD007,Starbucks - Hillcrest,Hillcrest,2024-02-11,Bacon,Food Ingredients,89,0,46,43,37,0,46,0.0,Healthy,save,Yes
INV0004551,SD007,Starbucks - Hillcrest,Hillcrest,2024-02-16,Vanilla Syrup,Syrups & Sauces,167,121,87,201,64,0,90,-3.33,Overstocked,promote,No
