shift_id,store_id,store_name,neighborhood,date,day_of_week,shift_start,shift_end,employee_id,employee_role,skill_level,scheduled_hours,availability_status,callout_flag,expected_orders_per_hour,required_staff,scheduled_staff,staffing_gap,staffing_status
SHF0001351,SD005,Starbucks - North Park,North Park,2024-03-18,Monday,06:00,10:00,EMP00090,Shift Supervisor,Entry,4,Available,No,36,2,2,0,Balanced
SHF0001352,SD005,Starbucks - North Park,North Park,2024-03-18,Monday,15:00,19:00,EMP00013,Barista,Intermediate,4,Available,No,32,2,2,0,Balanced
SHF0001353,SD005,Starbucks - North Park,North Park,2024-03-18,Monday,06:00,10:00,EMP00270,Barista,Intermediate,4,Available,No,22,2,2,0,Balanced
SHF0001354,SD005,Starbucks - North Park,North Park,2024-03-18,Monday,13:00,17:00,EMP00181,Shift Supervisor,Entry,4,Available,No,45,2,2,0,Balanced
SHF0001355,SD005,Starbucks - North Park,North Park,2024-03-18,Monday,13:00,17:00,EMP00139,Barista,Senior,4,Available,No,63,3,3,0,Balanced
SHF0001356,SD005,Starbucks - North Park,North Park,2024-03-18,Monday,14:00,18:00,EMP00484,Shift Supervisor,Intermediate,4,Available,No,35,2,2,0,Balanced
SHF0001357,SD005,Starbucks - North Park,North Park,2024-03-18,Monday,15:00,19:00,EMP00430,Barista,Intermediate,4,Available,No,42,2,2,0,Balanced
SHF0001358,SD005,Starbucks - North Park,North Park,2024-03-18,Monday,15:00,19:00,EMP00075,Barista,Intermediate,4,Available,No,23,2,2,0,Balanced
SHF0001359,SD005,Starbucks - North Park,North Park,2024-03-25,Monday,07:00,11:00,EMP00067,Barista,Entry,4,Available,No,79,3,3,0,Balanced
SHF0001360,SD005,Starbucks - North Park,North Park,2024-03-25,Monday,11:00,15:00,EMP00458,Barista,Intermediate,4,Available,No,43,2,2,0,Balanced
SHF0001361,SD005,Starbucks - North Park,North Park,2024-03-25,Monday,05:00,09:00,EMP00116,Barista,Intermediate,4,Available,No,45,2,4,2,Overstaffed
SHF0001362,SD005,Starbucks - North Park,North Park,2024-03-25,Monday,15:00,19:00,EMP00438,Barista,Senior,4,Available,No,42,2,1,-1,Understaffed
SHF0001363,SD005,Starbucks - North Park,North Park,2024-03-25,Monday,13:00,17:00,EMP00208,Barista,Senior,4,Available,No,57,2,3,1,Overstaffed
SHF0001364,SD005,Starbucks - North Park,North Park,2024-03-25,Monday,09:00,13:00,EMP00044,Barista,Entry,4,Available,No,77,3,2,-1,Understaffed
SHF0001365,SD005,Starbucks - North Park,North Park,2024-03-25,Monday,05:00,09:00,EMP00052,Barista,Intermediate,4,Available,No,40,2,2,0,Balanced
SHF0001366,SD005,Starbucks - North Park,North Park,2024-03-25,Monday,15:00,19:00,EMP00224,Barista,Intermediate,4,Available,No,37,2,2,0,Balanced
SHF0001367,SD005,Starbucks - North Park,North Park,2024-03-25,Monday,15:00,19:00,EMP00349,Barista,Entry,4,Available,No,35,2,1,-1,Understaffed
SHF0001368,SD005,Starbucks - North Park,North Park,2024-03-25,Monday,07:00,11:00,EMP00267,Lead Barista,Entry,4,Available,No,84,4,5,1,Overstaffed
SHF0001369,SD005,Starbucks - North Park,North Park,2024-04-01,Monday,06:00,10:00,EMP00183,Barista,Intermediate,4,Available,No,21,2,2,0,Balanced
SHF0001370,SD005,Starbucks - North Park,North Park,2024-04-01,Monday,13:00,17:00,EMP00245,Barista,Intermediate,4,Available,No,43,2,2,0,Balanced
SHF0001371,SD005,Starbucks - North Park,North Park,2024-04-01,Monday,07:00,11:00,EMP00148,Barista,Entry,4,Available,No,62,3,3,0,Balanced
SHF0001372,SD005,Starbucks - North Park,North Park,2024-04-01,Monday,17:00,21:00,EMP00048,Barista,Intermediate,4,Available,No,20,2,3,1,Overstaffed
SHF0001373,SD005,Starbucks - North Park,North Park,2024-04-01,Monday,18:00,22:00,EMP00014,Barista,Entry,4,Available,No,44,2,4,2,Overstaffed
SHF0001374,SD005,Starbucks - North Park,North Park,2024-04-01,Monday,13:00,17:00,EMP00446,Barista,Senior,4,Available,No,48,2,2,0,Balanced
SHF0001375,SD005,Starbucks - North Park,North Park,2024-04-01,Monday,06:00,10:00,EMP00470,Barista,Entry,4,Available,No,31,2,2,0,Balanced
SHF0001376,SD005,Starbucks - North Park,North Park,2024-04-01,Monday,18:00,22:00,EMP00491,Lead Barista,Senior,4,Available,No,27,2,2,0,Balanced
SHF0001377,SD005,Starbucks - North Park,North Park,2024-04-08,Monday,09:00,13:00,EMP00355,Barista,Intermediate,4,Available,No,82,4,6,2,Overstaffed
SHF0001378,SD005,Starbucks - North Park,North Park,2024-04-08,Monday,09:00,13:00,EMP00435,Barista,Senior,4,Available,No,75,3,3,0,Balanced
SHF0001379,SD005,Starbucks - North Park,North Park,2024-04-08,Monday,14:00,18:00,EMP00348,Barista,Entry,4,Available,No,20,2,2,0,Balanced
SHF0001380,SD005,Starbucks - North Park,North Park,2024-04-08,Monday,05:00,09:00,EMP00025,Shift Supervisor,Intermediate,4,Available,No,26,2,2,0,Balanced
SHF0001381,SD005,Starbucks - North Park,North Park,2024-04-08,Monday,06:00,10:00,EMP00349,Barista,Intermediate,4,Available,No,42,2,3,1,Overstaffed
SHF0001382,SD005,Starbucks - North Park,North Park,2024-04-08,Monday,11:00,15:00,EMP00493,Barista,Entry,4,Available,No,48,2,2,0,Balanced
SHF0001383,SD005,Starbucks - North Park,North Park,2024-04-08,Monday,11:00,15:00,EMP00217,Barista,Senior,4,Available,No,62,3,3,0,Balanced
SHF0001384,SD005,Starbucks - North Park,North Park,2024-04-08,Monday,13:00,17:00,EMP00144,Barista,Entry,4,Available,No,60,3,1,-2,Understaffed
SHF0001385,SD005,Starbucks - North Park,North Park,2024-04-08,Monday,07:00,11:00,EMP00371,Shift Supervisor,Intermediate,4,Available,No,57,2,1,-1,Understaffed
SHF0001386,SD005,Starbucks - North Park,North Park,2024-04-08,Monday,14:00,18:00,EMP00208,Barista,Intermediate,4,Available,No,35,2,2,0,Balanced
SHF0001387,SD005,Starbucks - North Park,North Park,2024-04-08,Monday,10:00,14:00,EMP00144,Barista,Entry,4,Available,No,43,2,2,0,Balanced
SHF0001388,SD005,Starbucks - North Park,North Park,2024-04-15,Monday,05:00,09:00,EMP00313,Barista,Entry,4,Available,No,31,2,2,0,Balanced
SHF0001389,SD005,Starbucks - North Park,North Park,2024-04-15,Monday,06:00,10:00,EMP00143,Barista,Entry,4,Available,No,37,2,1,-1,Understaffed
SHF0001390,SD005,Starbucks - North Park,North Park,2024-04-15,Monday,14:00,18:00,EMP00243,Barista,Senior,4,Available,No,40,2,2,0,Balanced
SHF0001391,SD005,Starbucks - North Park,North Park,2024-04-15,Monday,07:00,11:00,EMP00466,Barista,Entry,4,Available,No,83,4,4,0,Balanced
SHF0001392,SD005,Starbucks - North Park,North Park,2024-04-15,Monday,06:00,10:00,EMP00034,Barista,Intermediate,4,Available,No,31,2,1,-1,Understaffed
SHF0001393,SD005,Starbucks - North Park,North Park,2024-04-15,Monday,05:00,09:00,EMP00245,Shift Supervisor,Intermediate,4,Available,No,42,2,1,-1,Understaffed
SHF0001394,SD005,Starbucks - North Park,North Park,2024-04-15,Monday,13:00,17:00,EMP00018,Barista,Intermediate,4,Available,No,43,2,2,0,Balanced
SHF0001395,SD005,Starbucks - North Park,North Park,2024-04-15,Monday,07:00,11:00,EMP00178,Barista,Entry,4,Available,No,72,3,3,0,Balanced
SHF0001396,SD005,Starbucks - North Park,North Park,2024-04-22,Monday,06:00,10:00,EMP00323,Barista,Intermediate,4,Available,No,42,2,1,-1,Understaffed
SHF0001397,SD005,Starbucks - North Park,North Park,2024-04-22,Monday,09:00,13:00,EMP00133,Barista,Intermediate,4,Available,No,57,2,2,0,Balanced
SHF0001398,SD005,Starbucks - North Park,North Park,2024-04-22,Monday,06:00,10:00,EMP00180,Barista,Intermediate,4,Available,No,20,2,1,-1,Understaffed
SHF0001399,SD005,Starbucks - North Park,North Park,2024-04-22,Monday,10:00,14:00,EMP00261,Lead Barista,Senior,4,Available,No,37,2,2,0,Balanced
SHF0001400,SD005,Starbucks - North Park,North Park,2024-04-22,Monday,15:00,19:00,EMP00482,Shift Supervisor,Entry,4,Available,No,30,2,1,-1,Understaffed
SHF0001401,SD005,Starbucks - North Park,North Park,2024-04-22,Monday,13:00,17:00,EMP00317,Lead Barista,Senior,4,Available,No,47,2,2,0,Balanced
SHF0001402,SD005,Starbucks - North Park,North Park,2024-04-22,Monday,18:00,22:00,EMP00211,Barista,Intermediate,4,Available,No,26,2,2,0,Balanced
SHF0001403,SD005,Starbucks - North Park,North Park,2024-04-22,Monday,07:00,11:00,EMP00472,Lead Barista,Intermediate,4,Available,No,84,4,4,0,Balanced
SHF0001404,SD005,Starbucks - North Park,North Park,2024-04-22,Monday,10:00,14:00,EMP00250,Barista,Entry,4,Available,No,45,2,2,0,Balanced
SHF0001405,SD005,Starbucks - North Park,North Park,2024-04-22,Monday,15:00,19:00,EMP00082,Barista,Intermediate,4,Available,No,25,2,2,0,Balanced
SHF0001406,SD005,Starbucks - North Park,North Park,2024-04-22,Monday,11:00,15:00,EMP00293,Barista,Senior,4,Available,No,47,2,4,2,Overstaffed
SHF0001407,SD005,Starbucks - North Park,North Park,2024-04-22,Monday,14:00,18:00,EMP00184,Barista,Intermediate,4,Available,No,26,2,2,0,Balanced
SHF0001408,SD005,Starbucks - North Park,North Park,2024-04-29,Monday,05:00,09:00,EMP00224,Barista,Intermediate,4,Available,No,39,2,2,0,Balanced
SHF0001409,SD005,Starbucks - North Park,North Park,2024-04-29,Monday,14:00,18:00,EMP00330,Barista,Intermediate,4,Available,No,28,2,2,0,Balanced
SHF0001410,SD005,Starbucks - North Park,North Park,2024-04-29,Monday,14:00,18:00,EMP00292,Shift Supervisor,Entry,4,Available,No,26,2,2,0,Balanced
SHF0001411,SD005,Starbucks - North Park,North Park,2024-04-29,Monday,14:00,18:00,EMP00156,Barista,Intermediate,4,Available,No,42,2,1,-1,Understaffed
SHF0001412,SD005,Starbucks - North Park,North Park,2024-04-29,Monday,07:00,11:00,EMP00202,Barista,Senior,4,Available,No,64,3,3,0,Balanced
SHF0001413,SD005,Starbucks - North Park,North Park,2024-04-29,Monday,06:00,10:00,EMP00223,Barista,Intermediate,4,Available,No,23,2,3,1,Overstaffed
SHF0001414,SD005,Starbucks - North Park,North Park,2024-04-29,Monday,07:00,11:00,EMP00098,Barista,Intermediate,4,Available,No,87,4,4,0,Balanced
SHF0001415,SD005,Starbucks - North Park,North Park,2024-04-29,Monday,05:00,09:00,EMP00015,Barista,Entry,4,Available,No,39,2,2,0,Balanced
SHF0001416,SD005,Starbucks - North Park,North Park,2024-04-29,Monday,15:00,19:00,EMP00036,Barista,Entry,4,Available,No,44,2,3,1,Overstaffed
SHF0001417,SD005,Starbucks - North Park,North Park,2024-05-06,Monday,10:00,14:00,EMP00208,Shift Supervisor,Intermediate,4,Available,No,36,2,2,0,Balanced
SHF0001418,SD005,Starbucks - North Park,North Park,2024-05-06,Monday,13:00,17:00,EMP00260,Barista,Entry,4,Available,No,53,2,1,-1,Understaffed
SHF0001419,SD005,Starbucks - North Park,North Park,2024-05-06,Monday,18:00,22:00,EMP00493,Barista,Intermediate,4,Available,No,22,2,2,0,Balanced
SHF0001420,SD005,Starbucks - North Park,North Park,2024-05-06,Monday,11:00,15:00,EMP00425,Barista,Intermediate,4,Available,No,36,2,2,0,Balanced
SHF0001421,SD005,Starbucks - North Park,North Park,2024-05-06,Monday,07:00,11:00,EMP00449,Shift Supervisor,Intermediate,4,Available,No,86,4,4,0,Balanced
SHF0001422,SD005,Starbucks - North Park,North Park,2024-05-06,Monday,13:00,17:00,EMP00114,Barista,Intermediate,4,Available,No,54,2,2,0,Balanced
SHF0001423,SD005,Starbucks - North Park,North Park,2024-05-06,Monday,09:00,13:00,EMP00476,Barista,Intermediate,4,Available,No,82,4,6,2,Overstaffed
SHF0001424,SD005,Starbucks - North Park,North Park,2024-05-06,Monday,14:00,18:00,EMP00425,Shift Supervisor,Intermediate,4,Available,No,22,2,2,0,Balanced
SHF0001425,SD005,Starbucks - North Park,North Park,2024-05-06,Monday,13:00,17:00,EMP00148,Barista,Intermediate,4,Available,No,39,2,1,-1,Understaffed
SHF0001426,SD005,Starbucks - North Park,North Park,2024-05-06,Monday,07:00,11:00,EMP00048,Barista,Entry,4,Available,No,56,2,2,0,Balanced
SHF0001427,SD005,Starbucks - North Park,North Park,2024-05-06,Monday,09:00,13:00,EMP00370,Barista,Intermediate,4,Available,No,60,3,3,0,Balanced
SHF0001428,SD005,Starbucks - North Park,North Park,2024-05-13,Monday,07:00,11:00,EMP00182,Barista,Entry,4,Available,No,89,4,4,0,Balanced
SHF0001429,SD005,Starbucks - North Park,North Park,2024-05-13,Monday,07:00,11:00,EMP00128,Barista,Entry,4,Available,No,56,2,1,-1,Understaffed
SHF0001430,SD005,Starbucks - North Park,North Park,2024-05-13,Monday,11:00,15:00,EMP00204,Barista,Entry,4,Available,No,44,2,2,0,Balanced
SHF0001431,SD005,Starbucks - North Park,North Park,2024-05-13,Monday,09:00,13:00,EMP00323,Barista,Entry,4,Available,No,74,3,2,-1,Understaffed
SHF0001432,SD005,Starbucks - North Park,North Park,2024-05-13,Monday,15:00,19:00,EMP00241,Barista,Intermediate,4,Available,No,22,2,2,0,Balanced
SHF0001433,SD005,Starbucks - North Park,North Park,2024-05-13,Monday,14:00,18:00,EMP00023,Shift Supervisor,Entry,4,Available,No,25,2,2,0,Balanced
SHF0001434,SD005,Starbucks - North Park,North Park,2024-05-13,Monday,11:00,15:00,EMP00059,Barista,Entry,4,Available,No,65,3,3,0,Balanced
SHF0001435,SD005,Starbucks - North Park,North Park,2024-05-13,Monday,15:00,19:00,EMP00117,Barista,Senior,4,Available,No,23,2,2,0,Balanced
SHF0001436,SD005,Starbucks - North Park,North Park,2024-05-13,Monday,07:00,11:00,EMP00028,Barista,Senior,4,Available,No,60,3,1,-2,Understaffed
SHF0001437,SD005,Starbucks - North Park,North Park,2024-05-13,Monday,05:00,09:00,EMP00254,Barista,Intermediate,4,Available,No,39,2,2,0,Balanced
SHF0001438,SD005,Starbucks - North Park,North Park,2024-05-20,Monday,14:00,18:00,EMP00462,Barista,Senior,4,Available,No,34,2,2,0,Balanced
SHF0001439,SD005,Starbucks - North Park,North Park,2024-05-20,Monday,14:00,18:00,EMP00054,Barista,Entry,4,Available,No,33,2,3,1,Overstaffed
SHF0001440,SD005,Starbucks - North Park,North Park,2024-05-20,Monday,15:00,19:00,EMP00238,Barista,Intermediate,4,Available,No,27,2,2,0,Balanced
SHF0001441,SD005,Starbucks - North Park,North Park,2024-05-20,Monday,07:00,11:00,EMP00001,Barista,Intermediate,4,Available,No,85,4,5,1,Overstaffed
SHF0001442,SD005,Starbucks - North Park,North Park,2024-05-20,Monday,05:00,09:00,EMP00139,Barista,Intermediate,4,Available,No,37,2,2,0,Balanced
SHF0001443,SD005,Starbucks - North Park,North Park,2024-05-20,Monday,07:00,11:00,EMP00329,Shift Supervisor,Entry,4,Available,No,65,3,3,0,Balanced
SHF0001444,SD005,Starbucks - North Park,North Park,2024-05-20,Monday,18:00,22:00,EMP00353,Shift Supervisor,Entry,4,Available,No,23,2,4,2,Overstaffed
SHF0001445,SD005,Starbucks - North Park,North Park,2024-05-20,Monday,10:00,14:00,EMP00028,Lead Barista,Entry,4,Available,No,38,2,2,0,Balanced
SHF0001446,SD005,Starbucks - North Park,North Park,2024-05-20,Monday,06:00,10:00,EMP00351,Barista,Senior,4,Available,No,28,2,4,2,Overstaffed
SHF0001447,SD005,Starbucks - North Park,North Park,2024-05-20,Monday,17:00,21:00,EMP00247,Barista,Intermediate,4,Available,No,45,2,1,-1,Understaffed
SHF0001448,SD005,Starbucks - North Park,North Park,2024-05-20,Monday,09:00,13:00,EMP00141,Barista,Senior,4,Available,No,74,3,3,0,Balanced
SHF0001449,SD005,Starbucks - North Park,North Park,2024-05-20,Monday,15:00,19:00,EMP00348,Barista,Senior,4,Available,No,36,2,2,0,Balanced
SHF0001450,SD005,Starbucks - North Park,North Park,2024-05-27,Monday,13:00,17:00,EMP00297,Barista,Senior,4,Available,No,48,2,2,0,Balanced
SHF0001451,SD005,Starbucks - North Park,North Park,2024-05-27,Monday,10:00,14:00,EMP00002,Shift Supervisor,Entry,4,Available,No,41,2,3,1,Overstaffed
SHF0001452,SD005,Starbucks - North Park,North Park,2024-05-27,Monday,10:00,14:00,EMP00121,Shift Supervisor,Entry,4,Available,No,63,3,3,0,Balanced
SHF0001453,SD005,Starbucks - North Park,North Park,2024-05-27,Monday,07:00,11:00,EMP00423,Barista,Entry,4,Available,No,62,3,1,-2,Understaffed
SHF0001454,SD005,Starbucks - North Park,North Park,2024-05-27,Monday,07:00,11:00,EMP00013,Barista,Intermediate,4,Available,No,58,2,2,0,Balanced
SHF0001455,SD005,Starbucks - North Park,North Park,2024-05-27,Monday,05:00,09:00,EMP00231,Shift Supervisor,Intermediate,4,Available,No,37,2,2,0,Balanced
SHF0001456,SD005,Starbucks - North Park,North Park,2024-05-27,Monday,17:00,21:00,EMP00379,Barista,Intermediate,4,Available,No,30,2,2,0,Balanced
SHF0001457,SD005,Starbucks - North Park,North Park,2024-05-27,Monday,09:00,13:00,EMP00500,Shift Supervisor,Entry,4,Available,No,85,4,4,0,Balanced
SHF0001458,SD005,Starbucks - North Park,North Park,2024-06-03,Monday,13:00,17:00,EMP00192,Barista,Entry,4,Available,No,38,2,3,1,Overstaffed
SHF0001459,SD005,Starbucks - North Park,North Park,2024-06-03,Monday,13:00,17:00,EMP00355,Barista,Senior,4,Available,No,63,3,3,0,Balanced
SHF0001460,SD005,Starbucks - North Park,North Park,2024-06-03,Monday,18:00,22:00,EMP00438,Barista,Intermediate,4,Available,No,21,2,1,-1,Understaffed
SHF0001461,SD005,Starbucks - North Park,North Park,2024-06-03,Monday,18:00,22:00,EMP00490,Barista,Intermediate,4,Available,No,37,2,1,-1,Understaffed
SHF0001462,SD005,Starbucks - North Park,North Park,2024-06-03,Monday,14:00,18:00,EMP00063,Shift Supervisor,Entry,4,Available,No,41,2,2,0,Balanced
SHF0001463,SD005,Starbucks - North Park,North Park,2024-06-03,Monday,13:00,17:00,EMP00156,Barista,Intermediate,4,Available,No,51,2,2,0,Balanced
SHF0001464,SD005,Starbucks - North Park,North Park,2024-06-03,Monday,05:00,09:00,EMP00191,Barista,Senior,4,Available,No,37,2,1,-1,Understaffed
SHF0001465,SD005,Starbucks - North Park,North Park,2024-06-03,Monday,18:00,22:00,EMP00353,Barista,Intermediate,4,Available,No,25,2,2,0,Balanced
SHF0001466,SD005,Starbucks - North Park,North Park,2024-06-03,Monday,06:00,10:00,EMP00427,Shift Supervisor,Intermediate,4,Available,No,25,2,2,0,Balanced
SHF0001467,SD005,Starbucks - North Park,North Park,2024-06-03,Monday,14:00,18:00,EMP00205,Barista,Entry,4,Available,No,31,2,3,1,Overstaffed
SHF0001468,SD005,Starbucks - North Park,North Park,2024-06-03,Monday,06:00,10:00,EMP00125,Barista,Entry,4,Available,No,29,2,2,0,Balanced
SHF0001469,SD005,Starbucks - North Park,North Park,2024-06-10,Monday,18:00,22:00,EMP00209,Barista,Intermediate,4,Available,No,26,2,2,0,Balanced
SHF0001470,SD005,Starbucks - North Park,North Park,2024-06-10,Monday,17:00,21:00,EMP00091,Barista,Entry,4,Available,No,44,2,1,-1,Understaffed
SHF0001471,SD005,Starbucks - North Park,North Park,2024-06-10,Monday,09:00,13:00,EMP00350,Barista,Intermediate,4,Available,No,90,4,4,0,Balanced
SHF0001472,SD005,Starbucks - North Park,North Park,2024-06-10,Monday,07:00,11:00,EMP00072,Barista,Intermediate,4,Available,No,56,2,2,0,Balanced
SHF0001473,SD005,Starbucks - North Park,North Park,2024-06-10,Monday,10:00,14:00,EMP00053,Barista,Entry,4,Available,No,53,2,3,1,Overstaffed
SHF0001474,SD005,Starbucks - North Park,North Park,2024-06-10,Monday,11:00,15:00,EMP00297,Barista,Entry,4,Available,No,62,3,3,0,Balanced
SHF0001475,SD005,Starbucks - North Park,North Park,2024-06-10,Monday,14:00,18:00,EMP00037,Barista,Entry,4,Called Out,Yes,41,2,1,-1,Understaffed
SHF0001476,SD005,Starbucks - North Park,North Park,2024-06-10,Monday,13:00,17:00,EMP00181,Shift Supervisor,Senior,4,Available,No,41,2,1,-1,Understaffed
SHF0001477,SD005,Starbucks - North Park,North Park,2024-06-17,Monday,17:00,21:00,EMP00493,Shift Supervisor,Entry,4,Available,No,39,2,2,0,Balanced
SHF0001478,SD005,Starbucks - North Park,North Park,2024-06-17,Monday,18:00,22:00,EMP00097,Barista,Entry,4,Available,No,25,2,2,0,Balanced
SHF0001479,SD005,Starbucks - North Park,North Park,2024-06-17,Monday,06:00,10:00,EMP00310,Barista,Intermediate,4,Available,No,22,2,1,-1,Understaffed
SHF0001480,SD005,Starbucks - North Park,North Park,2024-06-17,Monday,14:00,18:00,EMP00439,Barista,Senior,4,Available,No,42,2,2,0,Balanced
SHF0001481,SD005,Starbucks - North Park,North Park,2024-06-17,Monday,17:00,21:00,EMP00068,Barista,Entry,4,Available,No,23,2,3,1,Overstaffed
SHF0001482,SD005,Starbucks - North Park,North Park,2024-06-17,Monday,05:00,09:00,EMP00245,Barista,Intermediate,4,Available,No,45,2,2,0,Balanced
SHF0001483,SD005,Starbucks - North Park,North Park,2024-06-17,Monday,14:00,18:00,EMP00462,Barista,Entry,4,Available,No,28,2,1,-1,Understaffed
SHF0001484,SD005,Starbucks - North Park,North Park,2024-06-17,Monday,07:00,11:00,EMP00292,Shift Supervisor,Intermediate,4,Available,No,63,3,3,0,Balanced
SHF0001485,SD005,Starbucks - North Park,North Park,2024-06-17,Monday,14:00,18:00,EMP00076,Barista,Entry,4,Available,No,38,2,2,0,Balanced
SHF0001486,SD005,Starbucks - North Park,North Park,2024-06-17,Monday,09:00,13:00,EMP00149,Shift Supervisor,Intermediate,4,Available,No,66,3,3,0,Balanced
SHF0001487,SD005,Starbucks - North Park,North Park,2024-06-17,Monday,09:00,13:00,EMP00114,Barista,Intermediate,4,Available,No,74,3,3,0,Balanced
SHF0001488,SD005,Starbucks - North Park,North Park,2024-06-17,Monday,13:00,17:00,EMP00140,Barista,Intermediate,4,Available,No,56,2,2,0,Balanced
SHF0001489,SD005,Starbucks - North Park,North Park,2024-06-24,Monday,10:00,14:00,EMP00408,Barista,Entry,4,Available,No,52,2,2,0,Balanced
SHF0001490,SD005,Starbucks - North Park,North Park,2024-06-24,Monday,09:00,13:00,EMP00025,Lead Barista,Entry,4,Available,No,71,3,3,0,Balanced
SHF0001491,SD005,Starbucks - North Park,North Park,2024-06-24,Monday,11:00,15:00,EMP00114,Barista,Intermediate,4,Available,No,37,2,2,0,Balanced
SHF0001492,SD005,Starbucks - North Park,North Park,2024-06-24,Monday,06:00,10:00,EMP00412,Barista,Entry,4,Available,No,40,2,2,0,Balanced
SHF0001493,SD005,Starbucks - North Park,North Park,2024-06-24,Monday,09:00,13:00,EMP00176,Lead Barista,Entry,4,Available,No,60,3,3,0,Balanced
SHF0001494,SD005,Starbucks - North Park,North Park,2024-06-24,Monday,11:00,15:00,EMP00037,Barista,Intermediate,4,Available,No,56,2,2,0,Balanced
SHF0001495,SD005,Starbucks - North Park,North Park,2024-06-24,Monday,10:00,14:00,EMP00222,Barista,Intermediate,4,Available,No,61,3,3,0,Balanced
SHF0001496,SD005,Starbucks - North Park,North Park,2024-06-24,Monday,17:00,21:00,EMP00333,Barista,Entry,4,Available,No,22,2,3,1,Overstaffed
SHF0001497,SD005,Starbucks - North Park,North Park,2024-07-01,Monday,11:00,15:00,EMP00382,Barista,Entry,4,Available,No,60,3,3,0,Balanced
SHF0001498,SD005,Starbucks - North Park,North Park,2024-07-01,Monday,14:00,18:00,EMP00293,Barista,Entry,4,Available,No,45,2,2,0,Balanced
SHF0001499,SD005,Starbucks - North Park,North Park,2024-07-01,Monday,18:00,22:00,EMP00466,Barista,Intermediate,4,Available,No,41,2,2,0,Balanced
SHF0001500,SD005,Starbucks - North Park,North Park,2024-07-01,Monday,13:00,17:00,EMP00058,Barista,Entry,4,Available,No,47,2,2,0,Balanced
SHF0001501,SD005,Starbucks - North Park,North Park,2024-07-01,Monday,11:00,15:00,EMP00435,Shift Supervisor,Intermediate,4,Available,No,43,2,2,0,Balanced
SHF0001502,SD005,Starbucks - North Park,North Park,2024-07-01,Monday,15:00,19:00,EMP00203,Barista,Entry,4,Available,No,35,2,1,-1,Understaffed
SHF0001503,SD005,Starbucks - North Park,North Park,2024-07-01,Monday,14:00,18:00,EMP00186,Barista,Intermediate,4,Available,No,27,2,2,0,Balanced
SHF0001504,SD005,Starbucks - North Park,North Park,2024-07-01,Monday,13:00,17:00,EMP00083,Barista,Entry,4,Available,No,57,2,2,0,Balanced
SHF0001505,SD005,Starbucks - North Park,North Park,2024-07-01,Monday,07:00,11:00,EMP00255,Barista,Intermediate,4,Available,No,71,3,3,0,Balanced
SHF0001506,SD005,Starbucks - North Park,North Park,2024-07-01,Monday,09:00,13:00,EMP00386,Barista,Intermediate,4,Available,No,82,4,4,0,Balanced
SHF0001507,SD005,Starbucks - North Park,North Park,2024-07-08,Monday,06:00,10:00,EMP00496,Barista,Entry,4,Available,No,34,2,4,2,Overstaffed
SHF0001508,SD005,Starbucks - North Park,North Park,2024-07-08,Monday,07:00,11:00,EMP00464,Barista,Intermediate,4,Called Out,Yes,64,3,3,0,Balanced
SHF0001509,SD005,Starbucks - North Park,North Park,2024-07-08,Monday,06:00,10:00,EMP00457,Shift Supervisor,Intermediate,4,Available,No,23,2,2,0,Balanced
SHF0001510,SD005,Starbucks - North Park,North Park,2024-07-08,Monday,07:00,11:00,EMP00375,Shift Supervisor,Intermediate,4,Available,No,65,3,3,0,Balanced
SHF0001511,SD005,Starbucks - North Park,North Park,2024-07-08,Monday,05:00,09:00,EMP00142,Barista,Entry,4,Available,No,29,2,2,0,Balanced
SHF0001512,SD005,Starbucks - North Park,North Park,2024-07-08,Monday,15:00,19:00,EMP00368,Barista,Intermediate,4,Available,No,28,2,1,-1,Understaffed
SHF0001513,SD005,Starbucks - North Park,North Park,2024-07-08,Monday,13:00,17:00,EMP00148,Barista,Intermediate,4,Available,No,48,2,1,-1,Understaffed
SHF0001514,SD005,Starbucks - North Park,North Park,2024-07-08,Monday,18:00,22:00,EMP00346,Barista,Intermediate,4,Available,No,40,2,2,0,Balanced
SHF0001515,SD005,Starbucks - North Park,North Park,2024-07-08,Monday,14:00,18:00,EMP00160,Barista,Senior,4,Available,No,38,2,2,0,Balanced
SHF0001516,SD005,Starbucks - North Park,North Park,2024-07-08,Monday,15:00,19:00,EMP00069,Barista,Intermediate,4,Available,No,22,2,1,-1,Understaffed
SHF0001517,SD005,Starbucks - North Park,North Park,2024-07-15,Monday,09:00,13:00,EMP00202,Barista,Intermediate,4,Available,No,83,4,2,-2,Understaffed
SHF0001518,SD005,Starbucks - North Park,North Park,2024-07-15,Monday,13:00,17:00,EMP00497,Barista,Entry,4,Available,No,46,2,2,0,Balanced
SHF0001519,SD005,Starbucks - North Park,North Park,2024-07-15,Monday,15:00,19:00,EMP00066,Barista,Entry,4,Available,No,42,2,4,2,Overstaffed
SHF0001520,SD005,Starbucks - North Park,North Park,2024-07-15,Monday,18:00,22:00,EMP00119,Barista,Intermediate,4,Available,No,35,2,2,0,Balanced
SHF0001521,SD005,Starbucks - North Park,North Park,2024-07-15,Monday,18:00,22:00,EMP00341,Lead Barista,Entry,4,Available,No,25,2,2,0,Balanced
SHF0001522,SD005,Starbucks - North Park,North Park,2024-07-15,Monday,05:00,09:00,EMP00321,Barista,Senior,4,Available,No,38,2,2,0,Balanced
