Category,Subcategory,Item,Size,Size_oz,Calories,Fat_g,Saturated_Fat_g,Trans_Fat_g,Carbs_g,Fiber_g,Sugar_g,Protein_g,Sodium_mg,Caffeine_mg,Seasonal,Key_Ingredients,Vegan,Gluten_Free,Notes
Iced Tea,Peach Tea,Iced Peach Green Tea Lemonade,Trenta,30,170,0,0,0,43,0,42,0,25,65,No,"Green tea, peach juice, lemonade, ice",Yes,Yes,""
Iced Tea,Chai Latte,Iced Chai Tea Latte,Tall,12,180,5,3,0,30,0,28,7,115,40,No,"Chai tea concentrate, 2% milk, ice",No,Yes,""
Iced Tea,Chai Latte,Iced Chai Tea Latte,Grande,16,240,6,4,0,40,0,38,9,155,55,No,"Chai tea concentrate, 2% milk, ice",No,Yes,""
Iced Tea,Chai Latte,Iced Chai Tea Latte,Venti,24,350,9,5,0,58,0,55,14,225,80,No,"Chai tea concentrate, 2% milk, ice",No,Yes,""
Iced Tea,Matcha Latte,Iced Matcha Tea Latte,Tall,12,140,5,3,0,20,1,18,6,115,55,No,"Matcha tea blend, 2% milk, ice",No,Yes,""
Iced Tea,Matcha Latte,Iced Matcha Tea Latte,Grande,16,200,6,4,0,28,1,25,8,160,80,No,"Matcha tea blend, 2% milk, ice",No,Yes,""
Iced Tea,Matcha Latte,Iced Matcha Tea Latte,Venti,24,280,9,5,0,39,2,35,12,225,110,No,"Matcha tea blend, 2% milk, ice",No,Yes,""
Iced Tea,Matcha Latte,Iced Matcha Tea Lemonade,Tall,12,90,1,0,0,20,1,18,3,80,55,No,"Matcha tea blend, lemonade, ice",Yes,Yes,""
Iced Tea,Matcha Latte,Iced Matcha Tea Lemonade,Grande,16,120,2,1,0,27,1,24,5,110,80,No,"Matcha tea blend, lemonade, ice",Yes,Yes,""
Iced Tea,Matcha Latte,Iced Matcha Tea Lemonade,Venti,24,170,3,1,0,39,2,35,7,155,110,No,"Matcha tea blend, lemonade, ice",Yes,Yes,""
Iced Tea,Matcha Latte,Iced Matcha Tea Lemonade,Trenta,30,190,3,1,0,44,2,39,8,175,145,No,"Matcha tea blend, lemonade, ice",Yes,Yes,""
Iced Tea,London Fog,Iced London Fog Tea Latte,Tall,12,100,4,2,0,18,0,16,4,75,40,No,"Earl Grey tea, vanilla syrup, 2% milk, ice",No,Yes,""
Iced Tea,London Fog,Iced London Fog Tea Latte,Grande,16,140,5,3,0,24,0,22,6,105,55,No,"Earl Grey tea, vanilla syrup, 2% milk, ice",No,Yes,""
Iced Tea,London Fog,Iced London Fog Tea Latte,Venti,24,210,8,4,0,36,0,33,9,160,80,No,"Earl Grey tea, vanilla syrup, 2% milk, ice",No,Yes,""
Iced Tea,Royal English Breakfast,Iced Royal English Breakfast Tea Latte,Tall,12,100,4,2,0,17,0,15,5,75,40,No,"English breakfast tea, vanilla syrup, 2% milk, ice",No,Yes,""
Iced Tea,Royal English Breakfast,Iced Royal English Breakfast Tea Latte,Grande,16,140,5,3,0,24,0,22,7,110,55,No,"English breakfast tea, vanilla syrup, 2% milk, ice",No,Yes,""
Cold Drinks,Refreshers,Strawberry Acai Refresher,Tall,12,80,0,0,0,19,0,17,0,25,45,No,"Strawberry acai base, freeze-dried strawberries, ice",Yes,Yes,"Light caffeine from green coffee extract"
Cold Drinks,Refreshers,Strawberry Acai Refresher,Grande,16,100,0,0,0,25,0,23,0,35,60,No,"Strawberry acai base, freeze-dried strawberries, ice",Yes,Yes,""
Cold Drinks,Refreshers,Strawberry Acai Refresher,Venti,24,140,0,0,0,35,0,33,0,50,85,No,"Strawberry acai base, freeze-dried strawberries, ice",Yes,Yes,""
Cold Drinks,Refreshers,Strawberry Acai Refresher,Trenta,30,190,0,0,0,46,0,44,0,65,110,No,"Strawberry acai base, freeze-dried strawberries, ice",Yes,Yes,""
Cold Drinks,Refreshers,Strawberry Acai Lemonade Refresher,Tall,12,110,0,0,0,27,0,25,0,25,45,No,"Strawberry acai base, lemonade, freeze-dried strawberries, ice",Yes,Yes,""
Cold Drinks,Refreshers,Strawberry Acai Lemonade Refresher,Grande,16,140,0,0,0,35,0,33,0,35,60,No,"Strawberry acai base, lemonade, freeze-dried strawberries, ice",Yes,Yes,""
Cold Drinks,Refreshers,Strawberry Acai Lemonade Refresher,Venti,24,210,0,0,0,53,0,50,0,50,85,No,"Strawberry acai base, lemonade, freeze-dried strawberries, ice",Yes,Yes,""
Cold Drinks,Refreshers,Strawberry Acai Lemonade Refresher,Trenta,30,290,0,0,0,73,0,69,0,65,110,No,"Strawberry acai base, lemonade, freeze-dried strawberries, ice",Yes,Yes,""
Cold Drinks,Refreshers,Pink Drink,Tall,12,110,2,2,0,24,0,22,1,65,45,No,"Strawberry acai base, coconut milk, freeze-dried strawberries, ice",Yes,Yes,"Fan-favorite; permanent menu item"
Cold Drinks,Refreshers,Pink Drink,Grande,16,140,3,3,0,30,0,28,1,90,60,No,"Strawberry acai base, coconut milk, freeze-dried strawberries, ice",Yes,Yes,""
Cold Drinks,Refreshers,Pink Drink,Venti,24,200,4,4,0,44,0,41,2,130,85,No,"Strawberry acai base, coconut milk, freeze-dried strawberries, ice",Yes,Yes,""
Cold Drinks,Refreshers,Pink Drink,Trenta,30,270,5,5,0,59,0,55,2,175,110,No,"Strawberry acai base, coconut milk, freeze-dried strawberries, ice",Yes,Yes,""
Cold Drinks,Refreshers,Mango Dragonfruit Refresher,Tall,12,70,0,0,0,17,0,15,0,25,45,No,"Mango dragonfruit base, freeze-dried dragonfruit, ice",Yes,Yes,""
Cold Drinks,Refreshers,Mango Dragonfruit Refresher,Grande,16,90,0,0,0,22,0,20,0,35,60,No,"Mango dragonfruit base, freeze-dried dragonfruit, ice",Yes,Yes,""
Cold Drinks,Refreshers,Mango Dragonfruit Refresher,Venti,24,130,0,0,0,32,0,29,0,50,85,No,"Mango dragonfruit base, freeze-dried dragonfruit, ice",Yes,Yes,""
Cold Drinks,Refreshers,Mango Dragonfruit Refresher,Trenta,30,180,0,0,0,43,0,39,0,65,110,No,"Mango dragonfruit base, freeze-dried dragonfruit, ice",Yes,Yes,""
Cold Drinks,Refreshers,Mango Dragonfruit Lemonade Refresher,Tall,12,110,0,0,0,27,0,25,0,30,45,No,"Mango dragonfruit base, lemonade, freeze-dried dragonfruit, ice",Yes,Yes,""
Cold Drinks,Refreshers,Mango Dragonfruit Lemonade Refresher,Grande,16,140,0,0,0,35,0,33,0,40,60,No,"Mango dragonfruit base, lemonade, freeze-dried dragonfruit, ice",Yes,Yes,""
Cold Drinks,Refreshers,Mango Dragonfruit Lemonade Refresher,Venti,24,200,0,0,0,50,0,47,0,55,85,No,"Mango dragonfruit base, lemonade, freeze-dried dragonfruit, ice",Yes,Yes,""
Cold Drinks,Refreshers,Mango Dragonfruit Lemonade Refresher,Trenta,30,280,0,0,0,68,0,64,0,75,110,No,"Mango dragonfruit base, lemonade, freeze-dried dragonfruit, ice",Yes,Yes,""
Cold Drinks,Refreshers,Dragon Drink,Tall,12,110,3,3,0,21,0,19,1,65,45,No,"Mango dragonfruit base, coconut milk, freeze-dried dragonfruit, ice",Yes,Yes,""
Cold Drinks,Refreshers,Dragon Drink,Grande,16,130,4,4,0,26,0,24,1,90,60,No,"Mango dragonfruit base, coconut milk, freeze-dried dragonfruit, ice",Yes,Yes,""
Cold Drinks,Refreshers,Dragon Drink,Venti,24,190,5,5,0,37,0,35,2,125,85,No,"Mango dragonfruit base, coconut milk, freeze-dried dragonfruit, ice",Yes,Yes,""
Cold Drinks,Refreshers,Dragon Drink,Trenta,30,270,7,7,0,50,0,47,2,175,110,No,"Mango dragonfruit base, coconut milk, freeze-dried dragonfruit, ice",Yes,Yes,""
Cold Drinks,Refreshers,Pineapple Passionfruit Refresher,Tall,12,80,0,0,0,19,0,18,0,10,45,No,"Pineapple passionfruit base, freeze-dried pineapple, ice",Yes,Yes,""
Cold Drinks,Refreshers,Pineapple Passionfruit Refresher,Grande,16,100,0,0,0,25,0,23,0,15,60,No,"Pineapple passionfruit base, freeze-dried pineapple, ice",Yes,Yes,""
Cold Drinks,Refreshers,Pineapple Passionfruit Refresher,Venti,24,140,0,0,0,35,0,33,0,20,85,No,"Pineapple passionfruit base, freeze-dried pineapple, ice",Yes,Yes,""
Cold Drinks,Refreshers,Pineapple Passionfruit Refresher,Trenta,30,190,0,0,0,47,0,44,0,25,110,No,"Pineapple passionfruit base, freeze-dried pineapple, ice",Yes,Yes,""
Cold Drinks,Refreshers,Pineapple Passionfruit Lemonade Refresher,Tall,12,110,0,0,0,27,0,26,0,15,45,No,"Pineapple passionfruit base, lemonade, freeze-dried pineapple, ice",Yes,Yes,""
Cold Drinks,Refreshers,Pineapple Passionfruit Lemonade Refresher,Grande,16,140,0,0,0,35,0,33,0,20,60,No,"Pineapple passionfruit base, lemonade, freeze-dried pineapple, ice",Yes,Yes,""
Cold Drinks,Refreshers,Pineapple Passionfruit Lemonade Refresher,Venti,24,210,0,0,0,52,0,50,0,30,85,No,"Pineapple passionfruit base, lemonade, freeze-dried pineapple, ice",Yes,Yes,""
Cold Drinks,Refreshers,Pineapple Passionfruit Lemonade Refresher,Trenta,30,290,0,0,0,71,0,68,0,40,110,No,"Pineapple passionfruit base, lemonade, freeze-dried pineapple, ice",Yes,Yes,""
Cold Drinks,Refreshers,Paradise Drink,Tall,12,110,3,3,0,22,0,20,1,65,45,No,"Pineapple passionfruit base, coconut milk, freeze-dried pineapple, ice",Yes,Yes,""
Cold Drinks,Refreshers,Paradise Drink,Grande,16,140,4,4,0,28,0,26,1,90,60,No,"Pineapple passionfruit base, coconut milk, freeze-dried pineapple, ice",Yes,Yes,""
Cold Drinks,Refreshers,Paradise Drink,Venti,24,200,5,5,0,40,0,37,2,130,85,No,"Pineapple passionfruit base, coconut milk, freeze-dried pineapple, ice",Yes,Yes,""
Cold Drinks,Refreshers,Paradise Drink,Trenta,30,270,7,7,0,54,0,50,2,175,110,No,"Pineapple passionfruit base, coconut milk, freeze-dried pineapple, ice",Yes,Yes,""
Cold Drinks,Lemonade,Lemonade,Tall,12,80,0,0,0,20,0,19,0,15,0,No,"Lemon juice, water, sugar",Yes,Yes,"No caffeine"
Cold Drinks,Lemonade,Lemonade,Grande,16,120,0,0,0,30,0,28,0,20,0,No,"Lemon juice, water, sugar",Yes,Yes,""
Cold Drinks,Lemonade,Lemonade,Venti,24,160,0,0,0,40,0,37,0,30,0,No,"Lemon juice, water, sugar",Yes,Yes,""
Cold Drinks,Lemonade,Lemonade,Trenta,30,200,0,0,0,50,0,46,0,35,0,No,"Lemon juice, water, sugar",Yes,Yes,""
Cold Drinks,Lemonade,Blended Strawberry Lemonade,Tall,12,130,0,0,0,32,0,30,0,10,0,No,"Strawberry puree, lemonade, ice (blended)",Yes,Yes,"No caffeine"
Cold Drinks,Lemonade,Blended Strawberry Lemonade,Grande,16,190,0,0,0,47,0,44,0,15,0,No,"Strawberry puree, lemonade, ice (blended)",Yes,Yes,""
Cold Drinks,Lemonade,Blended Strawberry Lemonade,Venti,24,260,0,0,0,64,0,60,1,20,0,No,"Strawberry puree, lemonade, ice (blended)",Yes,Yes,""
Cold Drinks,Milk,Cold Milk,Tall,12,200,8,5,0,19,0,18,13,220,0,No,"Whole milk",No,Yes,"No caffeine; kid-friendly"
Cold Drinks,Milk,Cold Milk,Grande,16,260,10,7,0,24,0,24,17,285,0,No,"Whole milk",No,Yes,""
Cold Drinks,Milk,Cold Milk,Venti,24,370,15,10,0,35,0,34,24,415,0,No,"Whole milk",No,Yes,""
Cold Drinks,Frozen Refreshers,Frozen Strawberry Acai Lemonade Refresher,Tall,12,120,0,0,0,29,0,27,0,20,45,No,"Strawberry acai base, lemonade, ice (blended)",Yes,Yes,"Blended frozen version"
Cold Drinks,Frozen Refreshers,Frozen Strawberry Acai Lemonade Refresher,Grande,16,160,0,0,0,39,0,37,0,30,60,No,"Strawberry acai base, lemonade, ice (blended)",Yes,Yes,""
Cold Drinks,Frozen Refreshers,Frozen Mango Dragonfruit Lemonade Refresher,Tall,12,120,0,0,0,30,0,28,0,30,45,No,"Mango dragonfruit base, lemonade, ice (blended)",Yes,Yes,""
Cold Drinks,Frozen Refreshers,Frozen Mango Dragonfruit Lemonade Refresher,Grande,16,150,0,0,0,37,0,35,0,40,60,No,"Mango dragonfruit base, lemonade, ice (blended)",Yes,Yes,""
Cold Drinks,Frozen Refreshers,Frozen Pineapple Passionfruit Lemonade Refresher,Tall,12,120,0,0,0,30,0,29,0,15,45,No,"Pineapple passionfruit base, lemonade, ice (blended)",Yes,Yes,""
Cold Drinks,Frozen Refreshers,Frozen Pineapple Passionfruit Lemonade Refresher,Grande,16,160,0,0,0,39,0,37,0,20,60,No,"Pineapple passionfruit base, lemonade, ice (blended)",Yes,Yes,""
Seasonal - Fall,Pumpkin,Pumpkin Spice Latte,Short,8,210,7,4,0,36,0,34,8,130,55,Yes,"Espresso, pumpkin spice sauce, steamed 2% milk, whipped cream, pumpkin pie spice",No,Yes,"The original PSL; since 2003"
Seasonal - Fall,Pumpkin,Pumpkin Spice Latte,Tall,12,300,9,5,0,51,0,49,11,185,75,Yes,"Espresso, pumpkin spice sauce, steamed 2% milk, whipped cream, pumpkin pie spice",No,Yes,""
Seasonal - Fall,Pumpkin,Pumpkin Spice Latte,Grande,16,390,12,7,0,65,0,63,14,240,150,Yes,"Espresso, pumpkin spice sauce, steamed 2% milk, whipped cream, pumpkin pie spice",No,Yes,""
Seasonal - Fall,Pumpkin,Pumpkin Spice Latte,Venti,20,470,14,8,0,79,0,76,17,300,225,Yes,"Espresso, pumpkin spice sauce, steamed 2% milk, whipped cream, pumpkin pie spice",No,Yes,""
Seasonal - Fall,Pumpkin,Iced Pumpkin Spice Latte,Tall,12,270,9,5,0,43,0,42,9,175,75,Yes,"Espresso, pumpkin spice sauce, 2% milk, whipped cream, pumpkin pie spice, ice",No,Yes,""
Seasonal - Fall,Pumpkin,Iced Pumpkin Spice Latte,Grande,16,370,12,7,0,58,0,57,12,240,150,Yes,"Espresso, pumpkin spice sauce, 2% milk, whipped cream, pumpkin pie spice, ice",No,Yes,""
Seasonal - Fall,Pumpkin,Iced Pumpkin Spice Latte,Venti,24,480,16,9,0,75,0,74,16,315,225,Yes,"Espresso, pumpkin spice sauce, 2% milk, whipped cream, pumpkin pie spice, ice",No,Yes,""
Seasonal - Fall,Pumpkin,Pumpkin Cream Cold Brew,Tall,12,140,5,3,0,25,0,24,2,115,145,Yes,"Cold brew, vanilla syrup, pumpkin cream cold foam, pumpkin spice topping, ice",No,Yes,""
Seasonal - Fall,Pumpkin,Pumpkin Cream Cold Brew,Grande,16,250,9,6,0,43,0,42,3,200,205,Yes,"Cold brew, vanilla syrup, pumpkin cream cold foam, pumpkin spice topping, ice",No,Yes,""
Seasonal - Fall,Pumpkin,Pumpkin Cream Cold Brew,Venti,24,310,11,7,0,53,0,52,4,250,310,Yes,"Cold brew, vanilla syrup, pumpkin cream cold foam, pumpkin spice topping, ice",No,Yes,""
Seasonal - Fall,Pumpkin,Pumpkin Cream Cold Brew,Trenta,30,360,13,8,0,61,0,60,4,290,360,Yes,"Cold brew, vanilla syrup, pumpkin cream cold foam, pumpkin spice topping, ice",No,Yes,""
Seasonal - Fall,Pumpkin,Pumpkin Spice Frappuccino,Tall,12,290,9,6,0,50,0,48,5,200,65,Yes,"Ice, 2% milk, coffee frappuccino syrup, pumpkin spice sauce, whipped cream, pumpkin pie spice",No,No,""
Seasonal - Fall,Pumpkin,Pumpkin Spice Frappuccino,Grande,16,420,13,8,0,72,0,69,7,285,90,Yes,"Ice, 2% milk, coffee frappuccino syrup, pumpkin spice sauce, whipped cream, pumpkin pie spice",No,No,""
Seasonal - Fall,Pumpkin,Pumpkin Spice Frappuccino,Venti,24,510,16,10,0,87,0,84,9,355,125,Yes,"Ice, 2% milk, coffee frappuccino syrup, pumpkin spice sauce, whipped cream, pumpkin pie spice",No,No,""
Seasonal - Fall,Pumpkin,Pumpkin Spice Creme Frappuccino,Tall,12,250,8,5,0,44,0,42,4,200,0,Yes,"Ice, 2% milk, pumpkin spice sauce, whipped cream, pumpkin pie spice",No,No,"No caffeine"
Seasonal - Fall,Pumpkin,Pumpkin Spice Creme Frappuccino,Grande,16,360,11,7,0,63,0,61,6,285,0,Yes,"Ice, 2% milk, pumpkin spice sauce, whipped cream, pumpkin pie spice",No,No,""
Seasonal - Fall,Pumpkin,Pumpkin Spice Chai Tea Latte,Tall,12,220,5,3,0,39,0,37,8,130,40,Yes,"Chai tea concentrate, pumpkin spice sauce, steamed 2% milk",No,Yes,""
Seasonal - Fall,Pumpkin,Pumpkin Spice Chai Tea Latte,Grande,16,310,7,4,0,55,0,52,11,185,55,Yes,"Chai tea concentrate, pumpkin spice sauce, steamed 2% milk",No,Yes,""
Seasonal - Fall,Pumpkin,Pumpkin Spice Creme Steamer,Short,8,210,7,4,0,38,0,36,7,130,0,Yes,"Steamed 2% milk, pumpkin spice sauce, whipped cream",No,Yes,"No caffeine"
Seasonal - Fall,Pumpkin,Pumpkin Spice Creme Steamer,Tall,12,310,10,6,0,55,0,52,10,185,0,Yes,"Steamed 2% milk, pumpkin spice sauce, whipped cream",No,Yes,""
Seasonal - Fall,Apple,Apple Crisp Oatmilk Macchiato,Short,8,150,4,0,0,26,1,24,3,90,75,Yes,"Espresso, apple brown sugar syrup, oat milk, spiced apple drizzle",Yes,Yes,""
Seasonal - Fall,Apple,Apple Crisp Oatmilk Macchiato,Tall,12,230,6,0,0,41,1,38,5,135,75,Yes,"Espresso, apple brown sugar syrup, oat milk, spiced apple drizzle",Yes,Yes,""
Seasonal - Fall,Apple,Apple Crisp Oatmilk Macchiato,Grande,16,320,8,1,0,57,2,53,7,185,150,Yes,"Espresso, apple brown sugar syrup, oat milk, spiced apple drizzle",Yes,Yes,""
Seasonal - Fall,Apple,Apple Crisp Oatmilk Macchiato,Venti,20,390,9,1,0,69,2,65,8,225,225,Yes,"Espresso, apple brown sugar syrup, oat milk, spiced apple drizzle",Yes,Yes,""
Seasonal - Fall,Apple,Iced Apple Crisp Oatmilk Macchiato,Tall,12,230,6,0,0,41,1,38,5,135,75,Yes,"Espresso, apple brown sugar syrup, oat milk, spiced apple drizzle, ice",Yes,Yes,""
Seasonal - Fall,Apple,Iced Apple Crisp Oatmilk Macchiato,Grande,16,310,8,1,0,54,2,51,7,180,150,Yes,"Espresso, apple brown sugar syrup, oat milk, spiced apple drizzle, ice",Yes,Yes,""
Seasonal - Fall,Apple,Iced Apple Crisp Oatmilk Shaken Espresso,Tall,12,130,2,0,0,25,1,22,3,100,255,Yes,"Espresso, apple brown sugar syrup, oat milk, cinnamon, ice",Yes,Yes,""
Seasonal - Fall,Apple,Iced Apple Crisp Oatmilk Shaken Espresso,Grande,16,180,3,0,0,35,1,31,4,135,340,Yes,"Espresso, apple brown sugar syrup, oat milk, cinnamon, ice",Yes,Yes,""
Seasonal - Fall,Apple,Apple Crisp Oatmilk Frappuccino,Tall,12,290,8,5,0,53,1,51,4,185,65,Yes,"Ice, oat milk, coffee frappuccino syrup, apple brown sugar syrup, whipped cream, spiced apple drizzle",No,No,""
Seasonal - Fall,Apple,Apple Crisp Oatmilk Frappuccino,Grande,16,420,12,8,0,76,2,73,6,270,90,Yes,"Ice, oat milk, coffee frappuccino syrup, apple brown sugar syrup, whipped cream, spiced apple drizzle",No,No,""
Seasonal - Fall,Apple,Apple Crisp Oatmilk Creme Frappuccino,Tall,12,270,8,5,0,50,1,48,4,180,0,Yes,"Ice, oat milk, apple brown sugar syrup, whipped cream, spiced apple drizzle",No,No,"No caffeine"
Seasonal - Fall,Apple,Apple Crisp Oatmilk Creme Frappuccino,Grande,16,380,11,7,0,71,2,68,6,260,0,Yes,"Ice, oat milk, apple brown sugar syrup, whipped cream, spiced apple drizzle",No,No,""
Seasonal - Holiday,Peppermint,Peppermint Mocha,Short,8,240,9,6,0,38,1,35,9,135,75,Yes,"Espresso, peppermint syrup, mocha sauce, steamed 2% milk, whipped cream, chocolate curls",No,Yes,""
Seasonal - Holiday,Peppermint,Peppermint Mocha,Tall,12,350,13,8,0,55,2,50,13,195,75,Yes,"Espresso, peppermint syrup, mocha sauce, steamed 2% milk, whipped cream, chocolate curls",No,Yes,""
Seasonal - Holiday,Peppermint,Peppermint Mocha,Grande,16,440,16,10,0,69,2,63,16,250,150,Yes,"Espresso, peppermint syrup, mocha sauce, steamed 2% milk, whipped cream, chocolate curls",No,Yes,""
Seasonal - Holiday,Peppermint,Peppermint Mocha,Venti,20,540,20,12,0,85,3,78,20,310,265,Yes,"Espresso, peppermint syrup, mocha sauce, steamed 2% milk, whipped cream, chocolate curls",No,Yes,""
Seasonal - Holiday,Peppermint,Iced Peppermint Mocha,Tall,12,310,11,7,0,49,1,45,9,190,75,Yes,"Espresso, peppermint syrup, mocha sauce, 2% milk, whipped cream, chocolate curls, ice",No,Yes,""
Seasonal - Holiday,Peppermint,Iced Peppermint Mocha,Grande,16,420,15,9,0,66,2,60,12,260,150,Yes,"Espresso, peppermint syrup, mocha sauce, 2% milk, whipped cream, chocolate curls, ice",No,Yes,""
Seasonal - Holiday,Peppermint,Peppermint Mocha Frappuccino,Tall,12,300,11,7,0,50,1,47,5,225,75,Yes,"Ice, 2% milk, coffee frappuccino syrup, peppermint syrup, mocha sauce, whipped cream, chocolate curls",No,No,""
Seasonal - Holiday,Peppermint,Peppermint Mocha Frappuccino,Grande,16,430,16,10,0,71,2,67,7,320,95,Yes,"Ice, 2% milk, coffee frappuccino syrup, peppermint syrup, mocha sauce, whipped cream, chocolate curls",No,No,""
Seasonal - Holiday,Peppermint,Peppermint Hot Chocolate,Short,8,230,8,5,0,38,1,34,8,100,15,Yes,"Peppermint syrup, mocha sauce, steamed 2% milk, whipped cream, chocolate curls",No,Yes,""
Seasonal - Holiday,Peppermint,Peppermint Hot Chocolate,Tall,12,330,11,8,0,55,2,49,12,145,20,Yes,"Peppermint syrup, mocha sauce, steamed 2% milk, whipped cream, chocolate curls",No,Yes,""
Seasonal - Holiday,Peppermint,Peppermint Hot Chocolate,Grande,16,440,15,10,0,73,2,66,16,195,25,Yes,"Peppermint syrup, mocha sauce, steamed 2% milk, whipped cream, chocolate curls",No,Yes,""
Seasonal - Holiday,Peppermint,Peppermint Hot Chocolate,Venti,20,530,18,12,0,88,3,79,19,240,30,Yes,"Peppermint syrup, mocha sauce, steamed 2% milk, whipped cream, chocolate curls",No,Yes,""
Seasonal - Holiday,Peppermint,Blonde Peppermint Mocha,Tall,12,300,10,7,0,50,2,45,12,190,85,Yes,"Blonde espresso, peppermint syrup, mocha sauce, steamed 2% milk, whipped cream",No,Yes,""
Seasonal - Holiday,Peppermint,Blonde Peppermint Mocha,Grande,16,400,13,9,0,65,2,58,16,250,170,Yes,"Blonde espresso, peppermint syrup, mocha sauce, steamed 2% milk, whipped cream",No,Yes,""
Seasonal - Holiday,Peppermint White Choc,Peppermint White Chocolate Mocha,Tall,12,400,13,9,0,63,0,62,12,235,75,Yes,"Espresso, peppermint syrup, white chocolate mocha sauce, steamed 2% milk, whipped cream",No,Yes,""
Seasonal - Holiday,Peppermint White Choc,Peppermint White Chocolate Mocha,Grande,16,510,17,12,0,81,0,80,15,305,150,Yes,"Espresso, peppermint syrup, white chocolate mocha sauce, steamed 2% milk, whipped cream",No,Yes,""
Seasonal - Holiday,Peppermint White Choc,Peppermint White Chocolate Mocha,Venti,20,620,21,14,0,99,0,97,19,375,225,Yes,"Espresso, peppermint syrup, white chocolate mocha sauce, steamed 2% milk, whipped cream",No,Yes,""
Seasonal - Holiday,Peppermint White Choc,Iced Peppermint White Chocolate Mocha,Tall,12,360,13,8,0,58,0,57,9,230,75,Yes,"Espresso, peppermint syrup, white chocolate mocha sauce, 2% milk, whipped cream, ice",No,Yes,""
Seasonal - Holiday,Peppermint White Choc,Iced Peppermint White Chocolate Mocha,Grande,16,490,17,11,0,78,0,77,12,315,150,Yes,"Espresso, peppermint syrup, white chocolate mocha sauce, 2% milk, whipped cream, ice",No,Yes,""
Seasonal - Holiday,Peppermint White Choc,Peppermint White Hot Chocolate,Tall,12,400,15,10,0,63,0,63,12,265,0,Yes,"Peppermint syrup, white chocolate mocha sauce, steamed 2% milk, whipped cream",No,Yes,""
Seasonal - Holiday,Peppermint White Choc,Peppermint White Hot Chocolate,Grande,16,520,19,13,0,82,0,82,16,345,0,Yes,"Peppermint syrup, white chocolate mocha sauce, steamed 2% milk, whipped cream",No,Yes,""
Seasonal - Holiday,Caramel Brulee,Caramel Brulee Latte,Tall,12,310,10,6,0,54,0,53,11,165,75,Yes,"Espresso, caramel brulee sauce, steamed 2% milk, whipped cream, caramel brulee topping",No,Yes,""
Seasonal - Holiday,Caramel Brulee,Caramel Brulee Latte,Grande,16,410,13,8,0,70,0,69,14,215,150,Yes,"Espresso, caramel brulee sauce, steamed 2% milk, whipped cream, caramel brulee topping",No,Yes,""
Seasonal - Holiday,Caramel Brulee,Caramel Brulee Latte,Venti,20,500,16,10,0,86,0,85,17,270,225,Yes,"Espresso, caramel brulee sauce, steamed 2% milk, whipped cream, caramel brulee topping",No,Yes,""
Seasonal - Holiday,Caramel Brulee,Iced Caramel Brulee Latte,Tall,12,300,10,6,0,50,0,49,9,160,75,Yes,"Espresso, caramel brulee sauce, 2% milk, whipped cream, caramel brulee topping, ice",No,Yes,""
Seasonal - Holiday,Caramel Brulee,Iced Caramel Brulee Latte,Grande,16,400,13,8,0,66,0,65,12,215,150,Yes,"Espresso, caramel brulee sauce, 2% milk, whipped cream, caramel brulee topping, ice",No,Yes,""
Seasonal - Holiday,Caramel Brulee,Caramel Brulee Frappuccino,Tall,12,270,9,6,0,46,0,45,5,195,65,Yes,"Ice, 2% milk, coffee frappuccino syrup, caramel brulee sauce, whipped cream, caramel brulee topping",No,No,""
Seasonal - Holiday,Caramel Brulee,Caramel Brulee Frappuccino,Grande,16,400,14,9,0,67,0,66,7,285,90,Yes,"Ice, 2% milk, coffee frappuccino syrup, caramel brulee sauce, whipped cream, caramel brulee topping",No,No,""
Seasonal - Holiday,Caramel Brulee,Caramel Brulee Creme Frappuccino,Tall,12,260,8,6,0,45,0,45,4,190,0,Yes,"Ice, 2% milk, caramel brulee sauce, whipped cream, caramel brulee topping",No,No,"No caffeine"
Seasonal - Holiday,Caramel Brulee,Caramel Brulee Creme Frappuccino,Grande,16,380,12,9,0,66,0,65,6,280,0,Yes,"Ice, 2% milk, caramel brulee sauce, whipped cream, caramel brulee topping",No,No,""
Seasonal - Holiday,Chestnut Praline,Chestnut Praline Latte,Tall,12,270,8,5,0,43,0,42,11,105,75,Yes,"Espresso, chestnut praline sauce, steamed 2% milk, whipped cream, spiced praline crumbs",No,Yes,""
Seasonal - Holiday,Chestnut Praline,Chestnut Praline Latte,Grande,16,330,10,6,0,52,0,51,14,135,150,Yes,"Espresso, chestnut praline sauce, steamed 2% milk, whipped cream, spiced praline crumbs",No,Yes,""
Seasonal - Holiday,Chestnut Praline,Chestnut Praline Latte,Venti,20,410,12,8,0,65,0,64,17,170,225,Yes,"Espresso, chestnut praline sauce, steamed 2% milk, whipped cream, spiced praline crumbs",No,Yes,""
Seasonal - Holiday,Chestnut Praline,Iced Chestnut Praline Latte,Tall,12,240,7,4,0,37,0,36,9,100,75,Yes,"Espresso, chestnut praline sauce, 2% milk, whipped cream, spiced praline crumbs, ice",No,Yes,""
Seasonal - Holiday,Chestnut Praline,Iced Chestnut Praline Latte,Grande,16,320,9,5,0,49,0,48,12,135,150,Yes,"Espresso, chestnut praline sauce, 2% milk, whipped cream, spiced praline crumbs, ice",No,Yes,""
